session_id,user_id,assessment_type_id,started_at,completed_at,session_status,difficulty_level,device_type,consent_id
SES00043064,USR008298,AT004,2026-08-27T22:36:00,2026-08-27T22:36:49,completed,1,mobile,CON00026936
SES00043065,USR008299,AT002,2025-11-21T12:08:00,2025-11-21T12:08:32,completed,2,mobile,CON00026940
SES00043066,USR008299,AT001,2026-01-27T17:22:00,2026-01-27T17:23:08,completed,4,mobile,CON00026940
SES00043067,USR008299,AT004,2026-03-23T06:32:00,2026-03-23T06:32:52,completed,4,mobile,CON00026940
SES00043068,USR008299,AT001,2026-04-03T10:45:00,2026-04-03T10:46:00,completed,3,mobile,CON00026940
SES00043069,USR008299,AT001,2026-05-20T16:50:00,2026-05-20T16:51:06,completed,2,desktop,CON00026940
SES00043070,USR008300,AT003,2026-04-19T03:42:00,2026-04-19T03:42:58,completed,2,tablet,CON00026944
SES00043071,USR008300,AT004,2026-04-28T19:55:00,2026-04-28T19:56:05,completed,2,mobile,CON00026944
SES00043072,USR008300,AT003,2026-05-10T04:09:00,2026-05-10T04:09:46,completed,2,mobile,CON00026944
SES00043073,USR008300,AT005,2026-05-13T00:05:00,2026-05-13T00:05:58,completed,2,mobile,CON00026944
SES00043074,USR008300,AT004,2026-07-11T20:32:00,2026-07-11T20:33:10,completed,1,mobile,CON00026944
SES00043075,USR008300,AT001,2026-08-04T19:46:00,2026-08-04T19:47:05,completed,4,desktop,CON00026944
SES00043076,USR008300,AT005,2026-08-14T02:55:00,2026-08-14T02:55:45,completed,4,tablet,CON00026944
SES00043077,USR008300,AT005,2026-08-30T03:23:00,2026-08-30T03:24:08,completed,4,mobile,CON00026944
SES00043078,USR008302,AT002,2026-03-01T08:09:00,2026-03-01T08:09:58,completed,1,mobile,CON00026949
SES00043079,USR008302,AT001,2026-04-15T15:43:00,2026-04-15T15:44:06,completed,1,mobile,CON00026949
SES00043080,USR008302,AT003,2026-05-15T09:51:00,2026-05-15T09:51:36,completed,3,mobile,CON00026949
SES00043081,USR008302,AT001,2026-06-07T08:17:00,2026-06-07T08:17:42,completed,4,tablet,CON00026949
SES00043082,USR008302,AT005,2026-06-18T15:44:00,2026-06-18T15:44:47,completed,3,mobile,CON00026949
SES00043083,USR008302,AT005,2026-07-14T16:27:00,2026-07-14T16:28:11,completed,1,mobile,CON00026949
SES00043084,USR008302,AT004,2026-07-27T09:06:00,2026-07-27T09:07:27,completed,2,mobile,CON00026949
SES00043085,USR008302,AT003,2026-08-03T18:44:00,2026-08-03T18:44:59,completed,2,mobile,CON00026949
SES00043086,USR008303,AT001,2026-04-25T23:18:00,2026-04-25T23:19:05,completed,3,mobile,CON00026952
SES00043087,USR008303,AT001,2026-04-26T17:17:00,2026-04-26T17:17:58,completed,4,desktop,CON00026952
SES00043088,USR008303,AT004,2026-06-04T16:03:00,,abandoned,2,mobile,CON00026952
SES00043089,USR008303,AT001,2026-06-16T16:57:00,2026-06-16T16:58:03,completed,1,desktop,CON00026952
SES00043090,USR008303,AT004,2026-08-08T18:13:00,2026-08-08T18:13:34,completed,4,mobile,CON00026952
SES00043091,USR008304,AT004,2026-01-09T17:16:00,2026-01-09T17:17:08,completed,4,mobile,CON00026955
SES00043092,USR008304,AT001,2026-03-15T18:21:00,2026-03-15T18:22:02,completed,1,tablet,CON00026955
SES00043093,USR008304,AT003,2026-03-30T19:56:00,2026-03-30T19:56:56,completed,2,mobile,CON00026955
SES00043094,USR008304,AT003,2026-06-30T18:55:00,2026-06-30T18:55:46,completed,2,tablet,CON00026955
SES00043095,USR008304,AT001,2026-09-13T12:23:00,2026-09-13T12:24:16,completed,2,mobile,CON00026955
SES00043096,USR008305,AT004,2025-12-12T22:32:00,2025-12-12T22:32:48,completed,2,desktop,CON00026959
SES00043097,USR008305,AT002,2026-02-15T22:50:00,2026-02-15T22:50:44,completed,4,mobile,CON00026959
SES00043098,USR008305,AT003,2026-03-10T17:45:00,,interrupted,3,desktop,CON00026959
SES00043099,USR008305,AT003,2026-03-27T22:54:00,2026-03-27T22:54:45,completed,3,mobile,CON00026959
SES00043100,USR008305,AT001,2026-04-26T17:13:00,2026-04-26T17:14:12,completed,4,mobile,CON00026959
SES00043101,USR008305,AT004,2026-06-02T13:40:00,2026-06-02T13:40:46,completed,3,mobile,CON00026959
SES00043102,USR008305,AT001,2026-07-06T01:05:00,2026-07-06T01:06:01,completed,2,mobile,CON00026959
SES00043103,USR008305,AT001,2026-08-08T15:25:00,2026-08-08T15:25:48,completed,4,desktop,CON00026959
SES00043104,USR008306,AT001,2025-12-06T22:14:00,2025-12-06T22:15:13,completed,3,mobile,CON00026964
SES00043105,USR008306,AT003,2026-02-15T21:17:00,2026-02-15T21:17:52,completed,4,mobile,CON00026964
SES00043106,USR008306,AT002,2026-03-27T20:53:00,2026-03-27T20:54:07,completed,1,mobile,CON00026964
SES00043107,USR008306,AT005,2026-04-26T18:24:00,2026-04-26T18:24:57,completed,2,desktop,CON00026964
SES00043108,USR008306,AT001,2026-08-28T03:26:00,,abandoned,1,mobile,CON00026964
SES00043109,USR008307,AT004,2025-12-21T18:04:00,2025-12-21T18:05:13,completed,4,mobile,CON00026968
SES00043110,USR008307,AT003,2025-12-31T19:24:00,,interrupted,1,desktop,CON00026968
SES00043111,USR008307,AT002,2026-01-12T19:04:00,2026-01-12T19:04:39,completed,4,mobile,CON00026968
SES00043112,USR008307,AT004,2026-03-08T12:16:00,2026-03-08T12:16:51,completed,4,mobile,CON00026968
SES00043113,USR008307,AT005,2026-03-30T13:08:00,,abandoned,2,mobile,CON00026968
SES00043114,USR008307,AT003,2026-06-03T22:40:00,2026-06-03T22:41:21,completed,1,mobile,CON00026968
SES00043115,USR008307,AT004,2026-06-08T17:44:00,2026-06-08T17:45:05,completed,4,mobile,CON00026968
SES00043116,USR008307,AT002,2026-08-04T19:00:00,2026-08-04T19:01:23,completed,3,mobile,CON00026968
SES00043117,USR008307,AT004,2026-08-24T21:06:00,,abandoned,2,mobile,CON00026968
SES00043118,USR008308,AT002,2025-12-05T06:32:00,2025-12-05T06:33:08,completed,1,mobile,CON00026972
SES00043119,USR008308,AT002,2025-12-12T10:02:00,,abandoned,4,desktop,CON00026972
SES00043120,USR008308,AT003,2026-02-12T03:31:00,2026-02-12T03:31:49,completed,2,mobile,CON00026972
SES00043121,USR008308,AT005,2026-04-05T07:21:00,2026-04-05T07:21:55,completed,2,tablet,CON00026972
SES00043122,USR008308,AT004,2026-06-14T02:29:00,2026-06-14T02:29:58,completed,2,mobile,CON00026972
SES00043123,USR008309,AT002,2026-01-27T13:08:00,,abandoned,2,mobile,CON00026975
SES00043124,USR008309,AT004,2026-03-19T10:54:00,2026-03-19T10:54:38,completed,2,mobile,CON00026975
SES00043125,USR008309,AT002,2026-05-21T10:46:00,2026-05-21T10:46:42,completed,2,mobile,CON00026975
SES00043126,USR008309,AT005,2026-06-13T09:48:00,2026-06-13T09:49:00,completed,1,desktop,CON00026975
SES00043127,USR008309,AT005,2026-06-18T10:17:00,2026-06-18T10:18:29,completed,3,mobile,CON00026975
SES00043128,USR008309,AT003,2026-06-21T17:24:00,2026-06-21T17:25:04,completed,2,mobile,CON00026975
SES00043129,USR008309,AT002,2026-07-08T14:02:00,2026-07-08T14:03:01,completed,4,desktop,CON00026975
SES00043130,USR008309,AT003,2026-09-05T10:25:00,2026-09-05T10:26:08,completed,2,desktop,CON00026975
SES00043131,USR008310,AT002,2025-12-19T15:31:00,2025-12-19T15:31:46,completed,3,mobile,CON00026978
SES00043132,USR008310,AT003,2026-01-19T20:22:00,,interrupted,1,mobile,CON00026978
SES00043133,USR008310,AT002,2026-01-31T13:21:00,2026-01-31T13:22:16,completed,2,mobile,CON00026978
SES00043134,USR008310,AT005,2026-06-16T14:06:00,2026-06-16T14:06:44,completed,4,mobile,CON00026978
SES00043135,USR008311,AT004,2025-11-05T20:54:00,2025-11-05T20:55:04,completed,4,mobile,CON00026981
SES00043136,USR008311,AT002,2025-11-20T20:44:00,2025-11-20T20:44:45,completed,3,desktop,CON00026981
SES00043137,USR008311,AT002,2025-11-29T22:17:00,2025-11-29T22:17:50,completed,4,mobile,CON00026981
SES00043138,USR008311,AT003,2026-01-26T13:57:00,2026-01-26T13:58:00,completed,4,desktop,CON00026981
SES00043139,USR008312,AT001,2026-01-26T16:44:00,2026-01-26T16:44:59,completed,2,mobile,CON00026984
SES00043140,USR008312,AT005,2026-01-30T19:07:00,2026-01-30T19:07:50,completed,1,desktop,CON00026984
SES00043141,USR008312,AT004,2026-03-12T19:00:00,2026-03-12T19:00:56,completed,1,mobile,CON00026984
SES00043142,USR008312,AT003,2026-03-21T21:20:00,2026-03-21T21:20:48,completed,1,mobile,CON00026984
SES00043143,USR008312,AT001,2026-04-11T17:38:00,2026-04-11T17:38:45,completed,4,tablet,CON00026984
SES00043144,USR008312,AT003,2026-06-24T15:55:00,2026-06-24T15:55:32,completed,1,mobile,CON00026984
SES00043145,USR008312,AT003,2026-09-12T16:05:00,2026-09-12T16:05:57,completed,3,mobile,CON00026984
SES00043146,USR008313,AT005,2026-02-21T20:26:00,,abandoned,3,mobile,CON00026988
SES00043147,USR008313,AT005,2026-03-14T01:11:00,2026-03-14T01:11:45,completed,2,mobile,CON00026988
SES00043148,USR008313,AT001,2026-04-10T14:39:00,2026-04-10T14:39:35,completed,2,mobile,CON00026988
SES00043149,USR008313,AT001,2026-05-09T01:15:00,2026-05-09T01:15:40,completed,1,mobile,CON00026988
SES00043150,USR008313,AT001,2026-05-15T19:19:00,2026-05-15T19:19:59,completed,2,mobile,CON00026988
SES00043151,USR008313,AT001,2026-06-26T00:02:00,,interrupted,2,mobile,CON00026988
SES00043152,USR008313,AT005,2026-07-07T22:53:00,,abandoned,3,mobile,CON00026988
SES00043153,USR008314,AT002,2026-03-01T15:01:00,2026-03-01T15:02:00,completed,1,mobile,CON00026991
SES00043154,USR008314,AT003,2026-04-09T16:36:00,2026-04-09T16:37:01,completed,1,tablet,CON00026991
SES00043155,USR008314,AT005,2026-05-26T20:57:00,2026-05-26T20:58:29,completed,3,mobile,CON00026991
SES00043156,USR008314,AT004,2026-06-04T18:49:00,2026-06-04T18:49:55,completed,4,mobile,CON00026991
SES00043157,USR008314,AT005,2026-06-05T21:15:00,,abandoned,3,mobile,CON00026991
SES00043158,USR008314,AT004,2026-06-12T16:22:00,2026-06-12T16:22:57,completed,3,tablet,CON00026991
SES00043159,USR008314,AT002,2026-06-14T15:57:00,2026-06-14T15:57:40,completed,2,mobile,CON00026991
SES00043160,USR008314,AT002,2026-06-27T12:20:00,2026-06-27T12:21:02,completed,3,mobile,CON00026991
SES00043161,USR008315,AT001,2025-11-16T10:04:00,,abandoned,3,desktop,CON00026995
SES00043162,USR008315,AT002,2025-11-25T22:37:00,2025-11-25T22:37:34,completed,1,mobile,CON00026995
SES00043163,USR008315,AT003,2026-02-04T23:32:00,,interrupted,3,mobile,CON00026995
SES00043164,USR008315,AT001,2026-04-05T08:05:00,2026-04-05T08:06:03,completed,4,mobile,CON00026995
SES00043165,USR008316,AT004,2026-02-15T23:14:00,2026-02-15T23:15:25,completed,1,mobile,CON00026999
SES00043166,USR008316,AT005,2026-05-15T13:23:00,2026-05-15T13:23:51,completed,4,mobile,CON00026999
SES00043167,USR008316,AT001,2026-06-08T17:54:00,2026-06-08T17:54:58,completed,4,mobile,CON00026999
SES00043168,USR008316,AT001,2026-06-15T17:29:00,,interrupted,3,mobile,CON00026999
SES00043169,USR008316,AT002,2026-06-17T15:51:00,2026-06-17T15:51:52,completed,1,mobile,CON00026999
SES00043170,USR008316,AT004,2026-06-27T16:33:00,2026-06-27T16:33:55,completed,2,mobile,CON00026999
SES00043171,USR008316,AT003,2026-08-22T13:30:00,2026-08-22T13:30:52,completed,3,mobile,CON00026999
SES00043172,USR008317,AT003,2026-01-04T21:50:00,2026-01-04T21:50:55,completed,2,desktop,CON00027002
SES00043173,USR008317,AT003,2026-01-17T20:30:00,2026-01-17T20:31:05,completed,1,mobile,CON00027002
SES00043174,USR008317,AT002,2026-03-25T15:03:00,2026-03-25T15:03:56,completed,2,mobile,CON00027002
SES00043175,USR008317,AT002,2026-05-17T11:37:00,2026-05-17T11:38:06,completed,2,tablet,CON00027002
SES00043176,USR008317,AT005,2026-07-05T16:19:00,2026-07-05T16:20:05,completed,2,mobile,CON00027002
SES00043177,USR008317,AT001,2026-07-10T19:21:00,2026-07-10T19:22:13,completed,1,mobile,CON00027002
SES00043178,USR008317,AT003,2026-08-17T13:37:00,2026-08-17T13:38:04,completed,1,mobile,CON00027002
SES00043179,USR008317,AT001,2026-08-19T15:46:00,2026-08-19T15:47:29,completed,1,mobile,CON00027002
SES00043180,USR008317,AT003,2026-09-12T11:48:00,2026-09-12T11:48:55,completed,1,desktop,CON00027002
SES00043181,USR008318,AT003,2025-12-23T07:49:00,2025-12-23T07:49:45,completed,2,mobile,CON00027006
SES00043182,USR008318,AT002,2025-12-27T15:06:00,2025-12-27T15:06:54,completed,1,mobile,CON00027006
SES00043183,USR008318,AT004,2026-01-03T06:03:00,,abandoned,4,desktop,CON00027006
SES00043184,USR008318,AT004,2026-01-10T13:42:00,2026-01-10T13:43:20,completed,4,mobile,CON00027006
SES00043185,USR008318,AT004,2026-04-30T10:01:00,2026-04-30T10:01:55,completed,1,mobile,CON00027006
SES00043186,USR008318,AT005,2026-05-16T13:29:00,2026-05-16T13:30:09,completed,4,mobile,CON00027006
SES00043187,USR008318,AT002,2026-05-27T05:46:00,2026-05-27T05:47:15,completed,2,mobile,CON00027006
SES00043188,USR008318,AT003,2026-07-10T07:18:00,2026-07-10T07:18:41,completed,3,mobile,CON00027006
SES00043189,USR008318,AT004,2026-07-15T07:10:00,2026-07-15T07:11:03,completed,4,mobile,CON00027006
SES00043190,USR008319,AT004,2026-02-01T16:01:00,2026-02-01T16:02:27,completed,4,desktop,CON00027010
SES00043191,USR008319,AT003,2026-06-04T16:01:00,2026-06-04T16:02:16,completed,2,tablet,CON00027010
SES00043192,USR008319,AT001,2026-06-26T09:33:00,,interrupted,4,mobile,CON00027010
SES00043193,USR008319,AT003,2026-08-11T13:10:00,2026-08-11T13:10:49,completed,1,desktop,CON00027010
SES00043194,USR008319,AT001,2026-08-21T21:15:00,2026-08-21T21:16:09,completed,3,mobile,CON00027010
SES00043195,USR008321,AT004,2026-04-08T16:05:00,2026-04-08T16:06:19,completed,4,mobile,CON00027016
SES00043196,USR008321,AT001,2026-04-18T10:05:00,2026-04-18T10:06:07,completed,1,mobile,CON00027016
SES00043197,USR008321,AT005,2026-05-15T05:29:00,2026-05-15T05:29:57,completed,1,mobile,CON00027016
SES00043198,USR008321,AT003,2026-05-23T15:26:00,2026-05-23T15:27:26,completed,1,mobile,CON00027016
SES00043199,USR008321,AT001,2026-05-26T04:55:00,2026-05-26T04:55:42,completed,4,mobile,CON00027016
SES00043200,USR008321,AT004,2026-08-08T06:26:00,2026-08-08T06:26:46,completed,3,mobile,CON00027016
SES00043201,USR008321,AT001,2026-08-21T08:07:00,2026-08-21T08:08:09,completed,1,desktop,CON00027016
SES00043202,USR008321,AT002,2026-09-10T07:55:00,2026-09-10T07:55:58,completed,3,mobile,CON00027016
SES00043203,USR008321,AT001,2026-09-13T05:43:00,2026-09-13T05:44:05,completed,3,mobile,CON00027016
SES00043204,USR008322,AT004,2025-12-18T13:37:00,2025-12-18T13:38:26,completed,4,mobile,CON00027019
SES00043205,USR008322,AT002,2026-04-26T11:25:00,2026-04-26T11:26:10,completed,2,mobile,CON00027019
SES00043206,USR008322,AT002,2026-06-12T05:57:00,2026-06-12T05:57:42,completed,4,mobile,CON00027019
SES00043207,USR008322,AT001,2026-08-14T07:25:00,,abandoned,3,mobile,CON00027019
SES00043208,USR008322,AT004,2026-08-25T04:58:00,,interrupted,2,mobile,CON00027019
SES00043209,USR008322,AT005,2026-08-28T02:57:00,2026-08-28T02:57:51,completed,4,desktop,CON00027019
SES00043210,USR008322,AT001,2026-09-10T06:47:00,2026-09-10T06:48:28,completed,3,mobile,CON00027019
SES00043211,USR008323,AT003,2026-01-22T10:54:00,2026-01-22T10:55:14,completed,2,mobile,CON00027022
SES00043212,USR008323,AT003,2026-01-30T11:47:00,2026-01-30T11:48:25,completed,2,desktop,CON00027022
SES00043213,USR008323,AT001,2026-02-08T17:42:00,2026-02-08T17:42:46,completed,1,desktop,CON00027022
SES00043214,USR008323,AT004,2026-07-11T15:40:00,,interrupted,3,mobile,CON00027022
SES00043215,USR008323,AT005,2026-08-23T06:39:00,2026-08-23T06:40:04,completed,3,tablet,CON00027022
SES00043216,USR008324,AT004,2026-03-16T14:13:00,2026-03-16T14:14:15,completed,4,mobile,CON00027025
SES00043217,USR008324,AT003,2026-03-23T14:17:00,2026-03-23T14:18:13,completed,4,mobile,CON00027025
SES00043218,USR008324,AT002,2026-05-12T09:24:00,2026-05-12T09:24:53,completed,3,desktop,CON00027025
SES00043219,USR008324,AT005,2026-05-28T10:12:00,,abandoned,2,mobile,CON00027025
SES00043220,USR008324,AT004,2026-06-28T10:19:00,,abandoned,4,mobile,CON00027025
SES00043221,USR008324,AT005,2026-08-30T03:19:00,2026-08-30T03:19:54,completed,4,mobile,CON00027025
SES00043222,USR008325,AT005,2025-10-31T13:40:00,2025-10-31T13:40:57,completed,2,mobile,CON00027029
SES00043223,USR008325,AT005,2026-01-19T12:13:00,2026-01-19T12:13:48,completed,4,desktop,CON00027029
SES00043224,USR008325,AT005,2026-02-12T08:50:00,2026-02-12T08:50:36,completed,2,mobile,CON00027029
SES00043225,USR008325,AT001,2026-03-15T06:15:00,2026-03-15T06:15:57,completed,2,mobile,CON00027029
SES00043226,USR008325,AT004,2026-03-25T14:11:00,2026-03-25T14:11:47,completed,2,desktop,CON00027029
SES00043227,USR008325,AT005,2026-04-27T07:57:00,2026-04-27T07:58:30,completed,4,mobile,CON00027029
SES00043228,USR008325,AT002,2026-07-05T05:53:00,2026-07-05T05:54:07,completed,2,mobile,CON00027029
SES00043229,USR008325,AT002,2026-08-22T12:55:00,2026-08-22T12:55:36,completed,4,mobile,CON00027029
SES00043230,USR008326,AT003,2026-05-11T04:40:00,2026-05-11T04:40:59,completed,4,desktop,CON00027033
SES00043231,USR008326,AT003,2026-06-05T10:07:00,,interrupted,3,mobile,CON00027033
SES00043232,USR008326,AT005,2026-08-16T07:16:00,2026-08-16T07:17:02,completed,2,desktop,CON00027033
SES00043233,USR008326,AT001,2026-08-27T00:22:00,2026-08-27T00:23:24,completed,4,mobile,CON00027033
SES00043234,USR008327,AT002,2025-12-19T19:43:00,2025-12-19T19:44:22,completed,2,mobile,CON00027037
SES00043235,USR008327,AT004,2025-12-23T15:22:00,2025-12-23T15:22:31,completed,1,mobile,CON00027037
SES00043236,USR008327,AT005,2025-12-31T17:39:00,2025-12-31T17:39:58,completed,4,mobile,CON00027037
SES00043237,USR008327,AT003,2026-01-13T09:42:00,2026-01-13T09:43:15,completed,4,mobile,CON00027037
SES00043238,USR008327,AT001,2026-05-16T14:59:00,2026-05-16T14:59:43,completed,4,mobile,CON00027037
SES00043239,USR008327,AT005,2026-06-29T14:31:00,2026-06-29T14:32:09,completed,1,tablet,CON00027037
SES00043240,USR008327,AT005,2026-07-22T14:43:00,2026-07-22T14:43:53,completed,3,mobile,CON00027037
SES00043241,USR008327,AT002,2026-08-14T13:28:00,2026-08-14T13:29:07,completed,3,desktop,CON00027037
SES00043242,USR008327,AT002,2026-09-13T10:27:00,2026-09-13T10:28:15,completed,3,mobile,CON00027037
SES00043243,USR008330,AT003,2026-01-31T08:52:00,2026-01-31T08:52:55,completed,2,mobile,CON00027045
SES00043244,USR008330,AT001,2026-03-01T17:53:00,2026-03-01T17:53:43,completed,1,mobile,CON00027045
SES00043245,USR008330,AT005,2026-04-12T15:32:00,2026-04-12T15:32:46,completed,3,mobile,CON00027045
SES00043246,USR008330,AT001,2026-04-17T18:30:00,2026-04-17T18:31:34,completed,4,desktop,CON00027045
SES00043247,USR008330,AT002,2026-05-15T09:35:00,2026-05-15T09:35:33,completed,4,mobile,CON00027045
SES00043248,USR008330,AT002,2026-05-17T14:33:00,2026-05-17T14:33:32,completed,4,mobile,CON00027045
SES00043249,USR008330,AT003,2026-09-11T19:09:00,2026-09-11T19:09:58,completed,3,mobile,CON00027045
SES00043250,USR008332,AT001,2026-01-08T12:00:00,2026-01-08T12:00:39,completed,2,mobile,CON00027052
SES00043251,USR008332,AT001,2026-01-24T00:04:00,2026-01-24T00:04:50,completed,3,mobile,CON00027052
SES00043252,USR008332,AT002,2026-02-20T10:52:00,2026-02-20T10:52:43,completed,4,tablet,CON00027052
SES00043253,USR008332,AT003,2026-03-07T06:23:00,,abandoned,1,mobile,CON00027052
SES00043254,USR008332,AT005,2026-05-07T07:16:00,2026-05-07T07:17:27,completed,2,mobile,CON00027052
SES00043255,USR008332,AT001,2026-07-02T03:40:00,2026-07-02T03:41:02,completed,4,mobile,CON00027052
SES00043256,USR008332,AT003,2026-09-03T10:13:00,2026-09-03T10:14:02,completed,2,desktop,CON00027052
SES00043257,USR008333,AT003,2026-01-14T20:50:00,2026-01-14T20:50:50,completed,3,mobile,CON00027055
SES00043258,USR008333,AT003,2026-06-16T23:48:00,2026-06-16T23:49:10,completed,2,desktop,CON00027055
SES00043259,USR008333,AT004,2026-06-25T21:19:00,2026-06-25T21:19:34,completed,1,mobile,CON00027055
SES00043260,USR008333,AT004,2026-07-24T14:35:00,,abandoned,2,mobile,CON00027055
SES00043261,USR008335,AT003,2025-11-22T19:07:00,2025-11-22T19:07:50,completed,1,mobile,CON00027060
SES00043262,USR008335,AT005,2026-01-02T15:24:00,2026-01-02T15:25:13,completed,2,mobile,CON00027060
SES00043263,USR008335,AT004,2026-01-08T09:29:00,2026-01-08T09:30:12,completed,3,desktop,CON00027060
SES00043264,USR008335,AT005,2026-01-15T18:55:00,2026-01-15T18:55:57,completed,3,mobile,CON00027060
SES00043265,USR008335,AT005,2026-01-22T17:56:00,2026-01-22T17:56:58,completed,2,mobile,CON00027060
SES00043266,USR008335,AT001,2026-04-14T09:24:00,2026-04-14T09:25:07,completed,4,mobile,CON00027060
SES00043267,USR008335,AT001,2026-04-15T09:28:00,2026-04-15T09:29:17,completed,1,mobile,CON00027060
SES00043268,USR008335,AT005,2026-09-10T20:29:00,2026-09-10T20:30:05,completed,4,mobile,CON00027060
SES00043269,USR008335,AT002,2026-09-12T12:26:00,,abandoned,2,mobile,CON00027060
SES00043270,USR008336,AT003,2026-03-06T14:20:00,2026-03-06T14:20:59,completed,2,desktop,CON00027063
SES00043271,USR008336,AT002,2026-07-10T14:55:00,2026-07-10T14:56:14,completed,1,mobile,CON00027063
SES00043272,USR008336,AT004,2026-08-17T12:26:00,2026-08-17T12:26:56,completed,1,mobile,CON00027063
SES00043273,USR008336,AT001,2026-09-13T22:40:00,2026-09-13T22:40:57,completed,2,mobile,CON00027063
SES00043274,USR008338,AT005,2025-12-26T02:30:00,2025-12-26T02:30:39,completed,2,mobile,CON00027070
SES00043275,USR008338,AT003,2026-05-18T04:05:00,2026-05-18T04:05:57,completed,3,mobile,CON00027070
SES00043276,USR008338,AT001,2026-08-01T19:37:00,2026-08-01T19:38:15,completed,4,desktop,CON00027070
SES00043277,USR008338,AT001,2026-08-07T00:35:00,2026-08-07T00:35:45,completed,3,mobile,CON00027070
SES00043278,USR008338,AT004,2026-08-28T06:52:00,2026-08-28T06:52:58,completed,4,desktop,CON00027070
SES00043279,USR008338,AT005,2026-09-10T20:32:00,2026-09-10T20:32:37,completed,2,mobile,CON00027070
SES00043280,USR008338,AT003,2026-09-12T23:39:00,2026-09-12T23:40:03,completed,4,mobile,CON00027070
SES00043281,USR008339,AT002,2025-12-11T23:17:00,2025-12-11T23:18:18,completed,4,mobile,CON00027074
SES00043282,USR008339,AT004,2025-12-30T20:26:00,,interrupted,3,mobile,CON00027074
SES00043283,USR008339,AT003,2026-01-05T00:22:00,2026-01-05T00:23:16,completed,4,mobile,CON00027074
SES00043284,USR008339,AT005,2026-04-09T17:27:00,,abandoned,4,mobile,CON00027074
SES00043285,USR008339,AT003,2026-05-07T05:30:00,2026-05-07T05:31:00,completed,4,mobile,CON00027074
SES00043286,USR008340,AT001,2026-04-17T04:04:00,2026-04-17T04:04:45,completed,1,desktop,CON00027079
SES00043287,USR008340,AT002,2026-05-19T06:55:00,2026-05-19T06:55:34,completed,1,desktop,CON00027079
SES00043288,USR008340,AT002,2026-07-16T14:38:00,2026-07-16T14:38:40,completed,1,mobile,CON00027079
SES00043289,USR008340,AT005,2026-08-10T08:03:00,2026-08-10T08:04:25,completed,4,mobile,CON00027079
SES00043290,USR008341,AT005,2025-10-11T08:37:00,2025-10-11T08:37:45,completed,2,mobile,CON00027083
SES00043291,USR008341,AT001,2026-01-01T15:44:00,2026-01-01T15:44:31,completed,1,mobile,CON00027083
SES00043292,USR008341,AT005,2026-03-17T11:51:00,2026-03-17T11:51:51,completed,3,desktop,CON00027083
SES00043293,USR008341,AT001,2026-05-03T06:00:00,2026-05-03T06:01:08,completed,1,mobile,CON00027083
SES00043294,USR008341,AT005,2026-08-18T08:11:00,2026-08-18T08:12:24,completed,4,tablet,CON00027083
SES00043295,USR008342,AT001,2025-12-30T04:06:00,2025-12-30T04:07:08,completed,4,desktop,CON00027087
SES00043296,USR008342,AT002,2026-03-12T23:20:00,2026-03-12T23:20:55,completed,1,desktop,CON00027087
SES00043297,USR008342,AT002,2026-05-23T18:38:00,2026-05-23T18:39:16,completed,1,desktop,CON00027087
SES00043298,USR008342,AT003,2026-06-04T21:31:00,2026-06-04T21:31:55,completed,3,mobile,CON00027087
SES00043299,USR008342,AT004,2026-06-17T04:03:00,2026-06-17T04:04:06,completed,4,mobile,CON00027087
SES00043300,USR008342,AT001,2026-07-09T21:20:00,2026-07-09T21:20:55,completed,3,desktop,CON00027087
SES00043301,USR008342,AT004,2026-07-20T05:24:00,2026-07-20T05:25:09,completed,2,desktop,CON00027087
SES00043302,USR008342,AT005,2026-08-09T23:52:00,2026-08-09T23:52:52,completed,2,mobile,CON00027087
SES00043303,USR008342,AT005,2026-08-21T02:09:00,2026-08-21T02:09:45,completed,2,mobile,CON00027087
SES00043304,USR008343,AT004,2026-02-06T20:08:00,2026-02-06T20:08:55,completed,3,mobile,CON00027090
SES00043305,USR008343,AT005,2026-02-24T20:06:00,2026-02-24T20:06:54,completed,4,mobile,CON00027090
SES00043306,USR008343,AT005,2026-04-15T06:19:00,2026-04-15T06:19:51,completed,3,desktop,CON00027090
SES00043307,USR008343,AT002,2026-05-26T22:12:00,2026-05-26T22:13:03,completed,4,mobile,CON00027090
SES00043308,USR008343,AT005,2026-08-31T03:39:00,2026-08-31T03:40:07,completed,4,mobile,CON00027090
SES00043309,USR008344,AT005,2026-02-20T01:17:00,2026-02-20T01:18:18,completed,4,mobile,CON00027094
SES00043310,USR008344,AT001,2026-04-23T05:34:00,2026-04-23T05:34:33,completed,2,tablet,CON00027094
SES00043311,USR008344,AT004,2026-06-02T17:10:00,2026-06-02T17:10:30,completed,4,mobile,CON00027094
SES00043312,USR008344,AT002,2026-06-06T05:55:00,2026-06-06T05:56:12,completed,4,tablet,CON00027094
SES00043313,USR008344,AT003,2026-07-13T17:17:00,,abandoned,4,mobile,CON00027094
SES00043314,USR008344,AT005,2026-08-23T20:30:00,2026-08-23T20:31:18,completed,4,mobile,CON00027094
SES00043315,USR008345,AT003,2025-10-26T03:57:00,,abandoned,3,mobile,CON00027097
SES00043316,USR008345,AT003,2026-03-20T02:24:00,2026-03-20T02:24:44,completed,4,tablet,CON00027097
SES00043317,USR008345,AT003,2026-05-24T01:55:00,,abandoned,4,mobile,CON00027097
