action_id,recommendation_id,user_id,action_type,action_status,action_at
ACT00004084,REC00005648,USR008408,viewed,viewed,2026-07-15T05:00:00
ACT00004085,REC00005649,USR008409,viewed,viewed,2026-06-23T14:00:00
ACT00004086,REC00005650,USR008413,completed,completed,2026-05-06T20:00:00
ACT00004087,REC00005651,USR008414,viewed,viewed,2026-08-20T01:00:00
ACT00004088,REC00005652,USR008414,completed,completed,2026-03-12T20:00:00
ACT00004089,REC00005653,USR008416,acknowledged,acknowledged,2026-09-15T23:00:00
ACT00004090,REC00005654,USR008419,completed,completed,2026-08-05T02:00:00
ACT00004091,REC00005655,USR008421,acknowledged,acknowledged,2026-07-08T10:00:00
ACT00004092,REC00005658,USR008426,acknowledged,acknowledged,2026-04-22T20:00:00
ACT00004093,REC00005659,USR008430,completed,completed,2026-03-16T06:00:00
ACT00004094,REC00005660,USR008436,viewed,viewed,2026-06-25T04:00:00
ACT00004095,REC00005661,USR008442,viewed,viewed,2026-02-28T06:00:00
ACT00004096,REC00005662,USR008443,viewed,viewed,2026-08-08T13:00:00
ACT00004097,REC00005663,USR008445,acknowledged,acknowledged,2026-05-26T20:00:00
ACT00004098,REC00005664,USR008446,viewed,viewed,2026-07-06T11:00:00
ACT00004099,REC00005665,USR008448,dismissed,dismissed,2026-07-23T03:00:00
ACT00004100,REC00005666,USR008450,dismissed,dismissed,2026-08-28T01:00:00
ACT00004101,REC00005667,USR008451,viewed,viewed,2026-06-21T22:00:00
ACT00004102,REC00005668,USR008452,acknowledged,acknowledged,2026-06-09T20:00:00
ACT00004103,REC00005669,USR008452,viewed,viewed,2026-06-24T13:00:00
ACT00004104,REC00005670,USR008455,viewed,viewed,2026-08-30T07:00:00
ACT00004105,REC00005671,USR008455,acknowledged,acknowledged,2026-04-17T04:00:00
ACT00004106,REC00005673,USR008459,viewed,viewed,2026-08-11T18:00:00
ACT00004107,REC00005674,USR008460,acknowledged,acknowledged,2026-03-15T18:00:00
ACT00004108,REC00005675,USR008461,viewed,viewed,2026-08-15T18:00:00
ACT00004109,REC00005677,USR008463,viewed,viewed,2026-04-08T17:00:00
ACT00004110,REC00005678,USR008465,viewed,viewed,2026-07-27T04:00:00
ACT00004111,REC00005679,USR008465,viewed,viewed,2026-07-19T13:00:00
ACT00004112,REC00005680,USR008467,viewed,viewed,2026-05-17T22:00:00
ACT00004113,REC00005682,USR008475,acknowledged,acknowledged,2026-01-17T09:00:00
ACT00004114,REC00005683,USR008478,completed,completed,2026-09-16T08:00:00
ACT00004115,REC00005684,USR008480,completed,completed,2026-06-07T04:00:00
ACT00004116,REC00005685,USR008483,viewed,viewed,2026-05-23T12:00:00
ACT00004117,REC00005686,USR008485,viewed,viewed,2026-05-20T07:00:00
ACT00004118,REC00005687,USR008486,dismissed,dismissed,2026-04-06T14:00:00
ACT00004119,REC00005690,USR008489,viewed,viewed,2026-09-14T15:00:00
ACT00004120,REC00005691,USR008491,completed,completed,2026-05-16T05:00:00
ACT00004121,REC00005692,USR008494,viewed,viewed,2026-01-14T05:00:00
ACT00004122,REC00005693,USR008495,completed,completed,2026-07-13T11:00:00
ACT00004123,REC00005694,USR008496,acknowledged,acknowledged,2026-03-15T22:00:00
ACT00004124,REC00005695,USR008497,acknowledged,acknowledged,2026-08-26T15:00:00
ACT00004125,REC00005697,USR008499,viewed,viewed,2026-06-26T02:00:00
ACT00004126,REC00005699,USR008502,viewed,viewed,2026-03-26T06:00:00
ACT00004127,REC00005700,USR008503,dismissed,dismissed,2026-09-13T12:00:00
ACT00004128,REC00005701,USR008504,acknowledged,acknowledged,2026-05-07T03:00:00
ACT00004129,REC00005703,USR008508,completed,completed,2026-07-17T09:00:00
ACT00004130,REC00005704,USR008512,viewed,viewed,2026-03-21T22:00:00
ACT00004131,REC00005705,USR008513,dismissed,dismissed,2026-06-20T10:00:00
ACT00004132,REC00005706,USR008514,dismissed,dismissed,2026-07-23T12:00:00
ACT00004133,REC00005707,USR008517,viewed,viewed,2026-04-06T01:00:00
ACT00004134,REC00005708,USR008519,dismissed,dismissed,2026-07-13T22:00:00
ACT00004135,REC00005709,USR008520,completed,completed,2026-04-23T18:00:00
ACT00004136,REC00005710,USR008522,viewed,viewed,2026-06-26T06:00:00
ACT00004137,REC00005712,USR008527,completed,completed,2026-05-06T20:00:00
ACT00004138,REC00005713,USR008528,viewed,viewed,2026-04-11T20:00:00
ACT00004139,REC00005715,USR008530,completed,completed,2026-07-07T12:00:00
ACT00004140,REC00005717,USR008533,viewed,viewed,2026-05-22T01:00:00
ACT00004141,REC00005719,USR008535,acknowledged,acknowledged,2026-06-15T01:00:00
ACT00004142,REC00005720,USR008536,completed,completed,2026-09-05T06:00:00
ACT00004143,REC00005722,USR008540,viewed,viewed,2026-05-17T23:00:00
ACT00004144,REC00005724,USR008544,acknowledged,acknowledged,2026-03-01T02:00:00
ACT00004145,REC00005725,USR008545,dismissed,dismissed,2026-04-18T21:00:00
ACT00004146,REC00005726,USR008546,dismissed,dismissed,2026-07-12T04:00:00
ACT00004147,REC00005727,USR008547,acknowledged,acknowledged,2026-05-12T06:00:00
ACT00004148,REC00005728,USR008549,viewed,viewed,2026-08-26T07:00:00
ACT00004149,REC00005731,USR008557,acknowledged,acknowledged,2026-03-16T05:00:00
ACT00004150,REC00005732,USR008559,acknowledged,acknowledged,2026-09-15T09:00:00
ACT00004151,REC00005733,USR008561,viewed,viewed,2026-09-16T12:00:00
ACT00004152,REC00005734,USR008562,viewed,viewed,2026-01-18T01:00:00
ACT00004153,REC00005735,USR008563,acknowledged,acknowledged,2026-06-03T04:00:00
ACT00004154,REC00005740,USR008571,acknowledged,acknowledged,2026-02-12T17:00:00
ACT00004155,REC00005741,USR008574,viewed,viewed,2026-08-28T23:00:00
ACT00004156,REC00005742,USR008578,acknowledged,acknowledged,2026-05-07T20:00:00
ACT00004157,REC00005743,USR008579,dismissed,dismissed,2026-01-05T16:00:00
ACT00004158,REC00005744,USR008585,dismissed,dismissed,2026-07-05T14:00:00
ACT00004159,REC00005745,USR008587,viewed,viewed,2026-08-24T20:00:00
ACT00004160,REC00005746,USR008588,acknowledged,acknowledged,2026-06-08T03:00:00
ACT00004161,REC00005748,USR008590,acknowledged,acknowledged,2026-06-09T14:00:00
ACT00004162,REC00005749,USR008594,viewed,viewed,2026-04-08T21:00:00
ACT00004163,REC00005750,USR008598,viewed,viewed,2026-08-29T12:00:00
ACT00004164,REC00005751,USR008600,completed,completed,2026-04-27T14:00:00
ACT00004165,REC00005755,USR008608,acknowledged,acknowledged,2026-06-26T15:00:00
ACT00004166,REC00005756,USR008609,acknowledged,acknowledged,2026-07-02T08:00:00
ACT00004167,REC00005757,USR008609,acknowledged,acknowledged,2026-09-15T20:00:00
ACT00004168,REC00005758,USR008610,viewed,viewed,2026-09-15T16:00:00
ACT00004169,REC00005759,USR008611,dismissed,dismissed,2026-09-14T22:00:00
ACT00004170,REC00005760,USR008612,completed,completed,2026-06-09T19:00:00
ACT00004171,REC00005761,USR008613,viewed,viewed,2026-07-24T05:00:00
ACT00004172,REC00005762,USR008614,acknowledged,acknowledged,2026-03-17T12:00:00
ACT00004173,REC00005764,USR008622,viewed,viewed,2026-08-19T09:00:00
ACT00004174,REC00005766,USR008629,viewed,viewed,2026-06-22T10:00:00
ACT00004175,REC00005767,USR008630,acknowledged,acknowledged,2026-08-09T18:00:00
ACT00004176,REC00005771,USR008636,acknowledged,acknowledged,2026-04-13T04:00:00
ACT00004177,REC00005773,USR008639,acknowledged,acknowledged,2026-08-24T20:00:00
ACT00004178,REC00005774,USR008641,viewed,viewed,2026-07-24T19:00:00
ACT00004179,REC00005776,USR008645,dismissed,dismissed,2026-07-13T12:00:00
ACT00004180,REC00005777,USR008646,viewed,viewed,2026-03-27T20:00:00
ACT00004181,REC00005779,USR008650,viewed,viewed,2026-05-16T14:00:00
ACT00004182,REC00005780,USR008651,viewed,viewed,2026-09-09T17:00:00
ACT00004183,REC00005781,USR008652,viewed,viewed,2026-04-03T09:00:00
ACT00004184,REC00005782,USR008653,completed,completed,2026-03-31T09:00:00
ACT00004185,REC00005783,USR008654,viewed,viewed,2026-09-17T10:00:00
ACT00004186,REC00005784,USR008655,completed,completed,2026-07-11T04:00:00
ACT00004187,REC00005786,USR008657,viewed,viewed,2026-09-11T00:00:00
ACT00004188,REC00005787,USR008658,completed,completed,2026-09-15T21:00:00
ACT00004189,REC00005788,USR008659,acknowledged,acknowledged,2026-05-21T02:00:00
ACT00004190,REC00005789,USR008660,acknowledged,acknowledged,2026-09-18T08:00:00
ACT00004191,REC00005790,USR008661,completed,completed,2026-07-10T05:00:00
ACT00004192,REC00005791,USR008662,acknowledged,acknowledged,2026-09-17T11:00:00
ACT00004193,REC00005792,USR008663,viewed,viewed,2026-07-04T09:00:00
ACT00004194,REC00005794,USR008664,dismissed,dismissed,2026-05-27T02:00:00
ACT00004195,REC00005795,USR008664,dismissed,dismissed,2026-09-03T14:00:00
ACT00004196,REC00005796,USR008669,viewed,viewed,2026-08-04T03:00:00
ACT00004197,REC00005797,USR008670,dismissed,dismissed,2026-06-16T23:00:00
ACT00004198,REC00005800,USR008676,acknowledged,acknowledged,2026-03-06T23:00:00
ACT00004199,REC00005801,USR008678,acknowledged,acknowledged,2026-06-25T13:00:00
ACT00004200,REC00005803,USR008679,viewed,viewed,2026-05-21T19:00:00
ACT00004201,REC00005804,USR008682,acknowledged,acknowledged,2026-05-05T19:00:00
ACT00004202,REC00005805,USR008683,acknowledged,acknowledged,2026-01-06T18:00:00
ACT00004203,REC00005806,USR008684,completed,completed,2026-07-05T16:00:00
ACT00004204,REC00005808,USR008691,acknowledged,acknowledged,2026-02-03T11:00:00
ACT00004205,REC00005809,USR008692,dismissed,dismissed,2026-07-24T12:00:00
ACT00004206,REC00005810,USR008692,acknowledged,acknowledged,2026-05-17T22:00:00
ACT00004207,REC00005811,USR008693,acknowledged,acknowledged,2026-06-23T00:00:00
ACT00004208,REC00005812,USR008696,viewed,viewed,2026-06-03T10:00:00
ACT00004209,REC00005813,USR008698,viewed,viewed,2026-05-01T01:00:00
ACT00004210,REC00005814,USR008700,completed,completed,2026-05-23T19:00:00
ACT00004211,REC00005815,USR008704,dismissed,dismissed,2026-06-01T10:00:00
ACT00004212,REC00005817,USR008706,viewed,viewed,2026-07-21T13:00:00
ACT00004213,REC00005819,USR008709,completed,completed,2026-09-16T23:00:00
ACT00004214,REC00005821,USR008711,viewed,viewed,2026-05-01T23:00:00
ACT00004215,REC00005822,USR008715,viewed,viewed,2026-05-31T15:00:00
ACT00004216,REC00005823,USR008715,viewed,viewed,2026-05-28T23:00:00
ACT00004217,REC00005824,USR008718,viewed,viewed,2026-05-03T22:00:00
ACT00004218,REC00005825,USR008718,acknowledged,acknowledged,2026-05-26T18:00:00
ACT00004219,REC00005826,USR008719,completed,completed,2026-06-16T19:00:00
ACT00004220,REC00005827,USR008720,completed,completed,2026-04-02T08:00:00
ACT00004221,REC00005829,USR008723,viewed,viewed,2026-04-15T16:00:00
ACT00004222,REC00005830,USR008726,dismissed,dismissed,2026-05-25T10:00:00
ACT00004223,REC00005831,USR008727,completed,completed,2026-05-31T04:00:00
ACT00004224,REC00005833,USR008729,viewed,viewed,2026-06-29T18:00:00
ACT00004225,REC00005835,USR008731,viewed,viewed,2026-04-20T05:00:00
ACT00004226,REC00005836,USR008733,viewed,viewed,2026-04-03T17:00:00
ACT00004227,REC00005837,USR008733,acknowledged,acknowledged,2026-08-19T02:00:00
ACT00004228,REC00005838,USR008735,viewed,viewed,2026-08-06T03:00:00
ACT00004229,REC00005839,USR008736,completed,completed,2026-09-16T09:00:00
ACT00004230,REC00005840,USR008737,completed,completed,2026-07-30T23:00:00
ACT00004231,REC00005843,USR008743,completed,completed,2026-09-05T13:00:00
ACT00004232,REC00005844,USR008745,dismissed,dismissed,2026-05-05T15:00:00
ACT00004233,REC00005847,USR008751,viewed,viewed,2026-02-24T17:00:00
ACT00004234,REC00005849,USR008758,completed,completed,2026-09-14T20:00:00
ACT00004235,REC00005850,USR008759,dismissed,dismissed,2026-06-22T15:00:00
ACT00004236,REC00005852,USR008760,viewed,viewed,2026-07-23T07:00:00
ACT00004237,REC00005853,USR008761,viewed,viewed,2026-01-25T13:00:00
ACT00004238,REC00005854,USR008763,completed,completed,2026-07-02T16:00:00
ACT00004239,REC00005855,USR008764,viewed,viewed,2026-04-23T23:00:00
ACT00004240,REC00005856,USR008765,acknowledged,acknowledged,2026-05-21T21:00:00
ACT00004241,REC00005857,USR008766,completed,completed,2026-09-15T15:00:00
ACT00004242,REC00005858,USR008768,dismissed,dismissed,2026-04-18T10:00:00
ACT00004243,REC00005859,USR008772,viewed,viewed,2026-02-15T15:00:00
ACT00004244,REC00005860,USR008776,completed,completed,2026-04-23T02:00:00
ACT00004245,REC00005861,USR008777,viewed,viewed,2026-02-25T23:00:00
ACT00004246,REC00005863,USR008781,viewed,viewed,2026-04-19T06:00:00
ACT00004247,REC00005865,USR008786,viewed,viewed,2026-06-11T14:00:00
ACT00004248,REC00005868,USR008789,completed,completed,2026-07-22T07:00:00
ACT00004249,REC00005870,USR008791,viewed,viewed,2026-05-15T17:00:00
ACT00004250,REC00005871,USR008792,dismissed,dismissed,2026-08-10T18:00:00
ACT00004251,REC00005872,USR008793,viewed,viewed,2026-06-16T04:00:00
ACT00004252,REC00005873,USR008796,viewed,viewed,2026-06-05T16:00:00
ACT00004253,REC00005874,USR008797,viewed,viewed,2026-06-29T02:00:00
ACT00004254,REC00005877,USR008801,viewed,viewed,2026-06-03T02:00:00
ACT00004255,REC00005878,USR008807,completed,completed,2026-05-11T12:00:00
ACT00004256,REC00005879,USR008811,dismissed,dismissed,2026-05-19T22:00:00
ACT00004257,REC00005884,USR008819,viewed,viewed,2026-04-29T08:00:00
ACT00004258,REC00005885,USR008823,viewed,viewed,2026-06-06T08:00:00
ACT00004259,REC00005886,USR008824,viewed,viewed,2026-03-21T03:00:00
ACT00004260,REC00005888,USR008827,dismissed,dismissed,2026-06-13T14:00:00
ACT00004261,REC00005889,USR008827,dismissed,dismissed,2026-04-29T19:00:00
ACT00004262,REC00005890,USR008828,viewed,viewed,2026-01-23T02:00:00
ACT00004263,REC00005891,USR008829,acknowledged,acknowledged,2026-05-14T06:00:00
ACT00004264,REC00005892,USR008830,viewed,viewed,2026-09-17T22:00:00
ACT00004265,REC00005893,USR008831,viewed,viewed,2026-06-02T18:00:00
ACT00004266,REC00005894,USR008832,viewed,viewed,2026-05-09T13:00:00
ACT00004267,REC00005896,USR008836,viewed,viewed,2026-06-06T18:00:00
ACT00004268,REC00005897,USR008837,dismissed,dismissed,2026-05-22T16:00:00
ACT00004269,REC00005898,USR008841,acknowledged,acknowledged,2026-01-23T09:00:00
ACT00004270,REC00005899,USR008843,viewed,viewed,2026-09-16T23:00:00
ACT00004271,REC00005900,USR008845,acknowledged,acknowledged,2026-09-12T02:00:00
ACT00004272,REC00005901,USR008849,completed,completed,2026-09-16T11:00:00
ACT00004273,REC00005902,USR008850,viewed,viewed,2026-08-06T10:00:00
ACT00004274,REC00005903,USR008851,viewed,viewed,2026-05-23T13:00:00
ACT00004275,REC00005904,USR008852,dismissed,dismissed,2026-09-15T11:00:00
ACT00004276,REC00005905,USR008855,viewed,viewed,2026-04-16T14:00:00
ACT00004277,REC00005907,USR008857,viewed,viewed,2026-01-04T08:00:00
ACT00004278,REC00005908,USR008858,viewed,viewed,2026-08-19T23:00:00
ACT00004279,REC00005911,USR008865,viewed,viewed,2026-06-15T20:00:00
ACT00004280,REC00005913,USR008868,acknowledged,acknowledged,2026-05-18T04:00:00
ACT00004281,REC00005914,USR008870,acknowledged,acknowledged,2026-09-15T11:00:00
ACT00004282,REC00005917,USR008873,dismissed,dismissed,2026-05-07T12:00:00
ACT00004283,REC00005918,USR008874,viewed,viewed,2026-06-25T09:00:00
ACT00004284,REC00005919,USR008876,viewed,viewed,2026-01-18T22:00:00
ACT00004285,REC00005922,USR008882,dismissed,dismissed,2026-09-05T20:00:00
ACT00004286,REC00005923,USR008884,dismissed,dismissed,2026-05-17T21:00:00
ACT00004287,REC00005924,USR008887,viewed,viewed,2026-09-15T11:00:00
ACT00004288,REC00005928,USR008897,completed,completed,2026-01-24T18:00:00
ACT00004289,REC00005929,USR008899,viewed,viewed,2026-05-03T13:00:00
ACT00004290,REC00005930,USR008900,viewed,viewed,2026-09-17T15:00:00
ACT00004291,REC00005932,USR008903,acknowledged,acknowledged,2026-05-19T07:00:00
ACT00004292,REC00005933,USR008903,dismissed,dismissed,2026-09-01T23:00:00
ACT00004293,REC00005936,USR008914,viewed,viewed,2026-09-13T23:00:00
ACT00004294,REC00005937,USR008915,viewed,viewed,2026-07-15T20:00:00
ACT00004295,REC00005939,USR008920,completed,completed,2026-05-23T09:00:00
ACT00004296,REC00005940,USR008921,acknowledged,acknowledged,2026-07-02T21:00:00
ACT00004297,REC00005941,USR008922,viewed,viewed,2026-05-10T10:00:00
ACT00004298,REC00005943,USR008924,completed,completed,2026-04-02T17:00:00
ACT00004299,REC00005944,USR008925,completed,completed,2026-04-02T13:00:00
ACT00004300,REC00005945,USR008926,acknowledged,acknowledged,2026-04-20T02:00:00
ACT00004301,REC00005946,USR008929,acknowledged,acknowledged,2026-09-17T18:00:00
ACT00004302,REC00005947,USR008930,viewed,viewed,2026-08-10T04:00:00
ACT00004303,REC00005949,USR008934,viewed,viewed,2026-09-17T11:00:00
ACT00004304,REC00005952,USR008937,completed,completed,2026-06-12T16:00:00
ACT00004305,REC00005954,USR008941,viewed,viewed,2026-03-21T05:00:00
ACT00004306,REC00005955,USR008952,viewed,viewed,2026-07-27T02:00:00
ACT00004307,REC00005958,USR008957,viewed,viewed,2026-01-19T23:00:00
ACT00004308,REC00005959,USR008959,completed,completed,2026-03-20T04:00:00
ACT00004309,REC00005960,USR008960,viewed,viewed,2026-08-16T00:00:00
ACT00004310,REC00005961,USR008961,viewed,viewed,2026-04-17T14:00:00
ACT00004311,REC00005963,USR008964,viewed,viewed,2026-05-27T00:00:00
ACT00004312,REC00005964,USR008965,completed,completed,2026-05-06T19:00:00
ACT00004313,REC00005966,USR008968,dismissed,dismissed,2026-06-26T17:00:00
ACT00004314,REC00005967,USR008968,viewed,viewed,2026-02-02T13:00:00
ACT00004315,REC00005968,USR008969,dismissed,dismissed,2026-07-24T20:00:00
ACT00004316,REC00005969,USR008970,viewed,viewed,2026-09-16T20:00:00
ACT00004317,REC00005971,USR008975,acknowledged,acknowledged,2026-03-08T16:00:00
ACT00004318,REC00005972,USR008976,acknowledged,acknowledged,2026-09-15T23:00:00
ACT00004319,REC00005973,USR008977,completed,completed,2026-07-31T07:00:00
ACT00004320,REC00005977,USR008981,acknowledged,acknowledged,2026-07-05T09:00:00
ACT00004321,REC00005979,USR008983,dismissed,dismissed,2026-07-02T20:00:00
ACT00004322,REC00005980,USR008985,acknowledged,acknowledged,2026-06-09T18:00:00
ACT00004323,REC00005981,USR008987,dismissed,dismissed,2026-08-16T13:00:00
ACT00004324,REC00005982,USR008988,viewed,viewed,2026-05-21T06:00:00
ACT00004325,REC00005984,USR008991,completed,completed,2026-03-14T13:00:00
ACT00004326,REC00005985,USR008992,viewed,viewed,2026-09-15T03:00:00
ACT00004327,REC00005987,USR008996,viewed,viewed,2026-08-31T07:00:00
ACT00004328,REC00005990,USR008998,acknowledged,acknowledged,2026-07-29T15:00:00
ACT00004329,REC00005991,USR009000,acknowledged,acknowledged,2026-09-16T10:00:00
ACT00004330,REC00005994,USR009006,viewed,viewed,2026-04-12T21:00:00
ACT00004331,REC00005995,USR009007,viewed,viewed,2026-09-18T00:00:00
ACT00004332,REC00005996,USR009007,dismissed,dismissed,2026-09-14T19:00:00
ACT00004333,REC00005997,USR009008,dismissed,dismissed,2026-07-13T13:00:00
ACT00004334,REC00006000,USR009011,viewed,viewed,2026-08-01T15:00:00
ACT00004335,REC00006001,USR009011,dismissed,dismissed,2026-02-08T04:00:00
ACT00004336,REC00006002,USR009012,acknowledged,acknowledged,2026-09-17T06:00:00
ACT00004337,REC00006007,USR009016,acknowledged,acknowledged,2026-07-17T02:00:00
ACT00004338,REC00006009,USR009020,acknowledged,acknowledged,2026-08-25T06:00:00
ACT00004339,REC00006010,USR009021,viewed,viewed,2026-06-19T23:00:00
ACT00004340,REC00006011,USR009022,completed,completed,2026-03-19T17:00:00
ACT00004341,REC00006012,USR009023,viewed,viewed,2026-09-15T00:00:00
ACT00004342,REC00006013,USR009024,viewed,viewed,2026-09-17T05:00:00
ACT00004343,REC00006014,USR009027,viewed,viewed,2026-07-06T21:00:00
ACT00004344,REC00006015,USR009030,viewed,viewed,2026-09-18T09:00:00
ACT00004345,REC00006016,USR009035,viewed,viewed,2026-07-12T05:00:00
ACT00004346,REC00006018,USR009038,viewed,viewed,2026-08-14T00:00:00
ACT00004347,REC00006019,USR009041,viewed,viewed,2026-09-16T14:00:00
ACT00004348,REC00006020,USR009042,viewed,viewed,2026-05-29T06:00:00
ACT00004349,REC00006022,USR009048,acknowledged,acknowledged,2026-08-01T09:00:00
ACT00004350,REC00006023,USR009050,viewed,viewed,2026-04-21T11:00:00
ACT00004351,REC00006026,USR009053,completed,completed,2026-02-25T21:00:00
ACT00004352,REC00006027,USR009054,viewed,viewed,2026-09-15T17:00:00
ACT00004353,REC00006028,USR009056,acknowledged,acknowledged,2026-08-15T15:00:00
ACT00004354,REC00006030,USR009061,completed,completed,2026-09-17T15:00:00
ACT00004355,REC00006031,USR009063,viewed,viewed,2026-05-27T14:00:00
ACT00004356,REC00006032,USR009063,viewed,viewed,2026-08-03T16:00:00
ACT00004357,REC00006033,USR009064,viewed,viewed,2026-03-07T13:00:00
ACT00004358,REC00006034,USR009066,viewed,viewed,2026-03-22T18:00:00
ACT00004359,REC00006035,USR009068,viewed,viewed,2026-06-03T09:00:00
ACT00004360,REC00006036,USR009069,dismissed,dismissed,2026-05-13T17:00:00
ACT00004361,REC00006037,USR009070,viewed,viewed,2026-05-21T11:00:00
ACT00004362,REC00006038,USR009071,acknowledged,acknowledged,2026-05-07T01:00:00
ACT00004363,REC00006040,USR009074,acknowledged,acknowledged,2026-01-25T05:00:00
ACT00004364,REC00006041,USR009076,viewed,viewed,2026-09-16T16:00:00
ACT00004365,REC00006042,USR009079,viewed,viewed,2026-06-02T08:00:00
ACT00004366,REC00006043,USR009080,dismissed,dismissed,2026-03-25T16:00:00
ACT00004367,REC00006044,USR009081,acknowledged,acknowledged,2026-09-15T01:00:00
ACT00004368,REC00006045,USR009082,dismissed,dismissed,2026-05-03T17:00:00
ACT00004369,REC00006046,USR009083,completed,completed,2026-08-08T19:00:00
ACT00004370,REC00006049,USR009088,viewed,viewed,2026-09-15T19:00:00
ACT00004371,REC00006050,USR009090,viewed,viewed,2026-05-10T15:00:00
ACT00004372,REC00006051,USR009091,viewed,viewed,2026-05-07T00:00:00
ACT00004373,REC00006052,USR009094,acknowledged,acknowledged,2026-05-15T14:00:00
ACT00004374,REC00006053,USR009097,completed,completed,2026-05-07T03:00:00
ACT00004375,REC00006054,USR009098,viewed,viewed,2026-08-14T12:00:00
ACT00004376,REC00006055,USR009100,acknowledged,acknowledged,2026-07-20T12:00:00
ACT00004377,REC00006056,USR009101,acknowledged,acknowledged,2026-08-15T10:00:00
ACT00004378,REC00006058,USR009102,acknowledged,acknowledged,2026-06-29T11:00:00
ACT00004379,REC00006059,USR009104,acknowledged,acknowledged,2026-07-26T11:00:00
ACT00004380,REC00006060,USR009105,completed,completed,2026-04-15T05:00:00
ACT00004381,REC00006062,USR009107,viewed,viewed,2026-08-08T21:00:00
ACT00004382,REC00006063,USR009109,acknowledged,acknowledged,2026-06-26T11:00:00
ACT00004383,REC00006064,USR009110,viewed,viewed,2026-04-30T18:00:00
ACT00004384,REC00006065,USR009114,viewed,viewed,2026-09-14T17:00:00
ACT00004385,REC00006066,USR009115,completed,completed,2026-09-14T15:00:00
ACT00004386,REC00006067,USR009117,dismissed,dismissed,2026-05-12T16:00:00
ACT00004387,REC00006069,USR009120,dismissed,dismissed,2026-05-26T17:00:00
ACT00004388,REC00006070,USR009123,viewed,viewed,2026-01-21T21:00:00
ACT00004389,REC00006072,USR009125,viewed,viewed,2026-06-01T22:00:00
ACT00004390,REC00006074,USR009127,viewed,viewed,2026-08-01T19:00:00
ACT00004391,REC00006075,USR009128,acknowledged,acknowledged,2026-08-29T05:00:00
ACT00004392,REC00006076,USR009129,viewed,viewed,2026-04-21T18:00:00
ACT00004393,REC00006077,USR009130,completed,completed,2026-09-15T09:00:00
ACT00004394,REC00006079,USR009136,viewed,viewed,2026-07-19T00:00:00
ACT00004395,REC00006080,USR009136,viewed,viewed,2026-05-08T10:00:00
ACT00004396,REC00006086,USR009148,viewed,viewed,2026-04-25T06:00:00
ACT00004397,REC00006087,USR009149,acknowledged,acknowledged,2026-06-23T15:00:00
ACT00004398,REC00006088,USR009151,viewed,viewed,2026-05-04T15:00:00
ACT00004399,REC00006089,USR009152,viewed,viewed,2026-06-22T23:00:00
ACT00004400,REC00006090,USR009155,viewed,viewed,2026-04-03T19:00:00
ACT00004401,REC00006092,USR009156,viewed,viewed,2026-06-12T23:00:00
ACT00004402,REC00006093,USR009157,completed,completed,2026-02-06T22:00:00
ACT00004403,REC00006094,USR009158,viewed,viewed,2026-07-19T06:00:00
ACT00004404,REC00006095,USR009160,viewed,viewed,2026-02-27T21:00:00
ACT00004405,REC00006096,USR009161,dismissed,dismissed,2026-09-14T13:00:00
ACT00004406,REC00006097,USR009162,viewed,viewed,2026-09-07T06:00:00
ACT00004407,REC00006099,USR009166,completed,completed,2026-04-11T22:00:00
ACT00004408,REC00006100,USR009168,viewed,viewed,2026-08-31T01:00:00
ACT00004409,REC00006101,USR009170,dismissed,dismissed,2026-08-24T19:00:00
ACT00004410,REC00006102,USR009172,acknowledged,acknowledged,2026-02-28T23:00:00
ACT00004411,REC00006104,USR009177,completed,completed,2026-04-21T14:00:00
ACT00004412,REC00006106,USR009179,dismissed,dismissed,2026-03-21T16:00:00
ACT00004413,REC00006107,USR009180,acknowledged,acknowledged,2026-04-10T23:00:00
ACT00004414,REC00006108,USR009182,dismissed,dismissed,2026-05-22T14:00:00
ACT00004415,REC00006110,USR009183,viewed,viewed,2026-03-05T21:00:00
ACT00004416,REC00006111,USR009184,completed,completed,2026-04-07T09:00:00
ACT00004417,REC00006112,USR009185,viewed,viewed,2026-04-27T21:00:00
ACT00004418,REC00006113,USR009189,acknowledged,acknowledged,2026-06-01T02:00:00
ACT00004419,REC00006114,USR009191,completed,completed,2026-04-25T15:00:00
ACT00004420,REC00006115,USR009193,viewed,viewed,2026-06-27T21:00:00
ACT00004421,REC00006116,USR009194,completed,completed,2026-04-11T05:00:00
ACT00004422,REC00006117,USR009196,viewed,viewed,2026-05-28T09:00:00
ACT00004423,REC00006118,USR009197,viewed,viewed,2026-09-16T09:00:00
ACT00004424,REC00006120,USR009198,viewed,viewed,2026-03-28T06:00:00
ACT00004425,REC00006122,USR009202,viewed,viewed,2026-07-07T02:00:00
ACT00004426,REC00006123,USR009204,dismissed,dismissed,2026-06-30T03:00:00
ACT00004427,REC00006124,USR009205,acknowledged,acknowledged,2026-09-14T21:00:00
ACT00004428,REC00006125,USR009206,viewed,viewed,2026-09-15T11:00:00
ACT00004429,REC00006126,USR009207,viewed,viewed,2026-04-03T17:00:00
ACT00004430,REC00006127,USR009207,completed,completed,2026-01-20T19:00:00
ACT00004431,REC00006128,USR009208,viewed,viewed,2026-09-18T11:00:00
ACT00004432,REC00006130,USR009213,completed,completed,2026-08-13T06:00:00
ACT00004433,REC00006131,USR009214,dismissed,dismissed,2026-07-20T05:00:00
ACT00004434,REC00006132,USR009218,viewed,viewed,2026-06-15T15:00:00
