reserve_assessment_id,user_id,assessed_at,healthcare_coverage_status,estimated_healthcare_exposure,emergency_health_resources,monthly_financial_obligations,number_of_dependants,current_preparedness_amount,preparedness_target,preparedness_gap,preparedness_ratio,reserve_status
HRA00023760,USR009733,2025-12-29T00:00:00,insured,69000,465000,531000,5,98000,197000,99000,0.497462,developing
HRA00023761,USR009733,2026-02-17T00:00:00,partial,98000,121000,254000,0,107000,197000,90000,0.543147,moderate
HRA00023762,USR009733,2026-04-09T00:00:00,insured,219000,250000,237000,3,122000,197000,75000,0.619289,moderate
HRA00023763,USR009733,2026-05-31T00:00:00,partial,224000,227000,76000,5,144000,197000,53000,0.730964,moderate
HRA00023764,USR009733,2026-07-14T00:00:00,partial,99000,180000,212000,3,164000,197000,33000,0.832487,moderate
HRA00023765,USR009733,2026-09-08T00:00:00,insured,379000,34000,297000,1,169000,197000,28000,0.857868,strong
HRA00023766,USR009734,2025-10-12T09:00:00,insured,313000,438000,530000,5,546000,2285000,1739000,0.23895,low
HRA00023767,USR009734,2025-12-04T09:00:00,insured,442000,398000,625000,2,495000,2285000,1790000,0.21663,low
HRA00023768,USR009734,2026-01-20T09:00:00,partial,355000,178000,430000,4,593000,2285000,1692000,0.259519,developing
HRA00023769,USR009734,2026-03-07T09:00:00,insured,637000,197000,163000,2,519000,2285000,1766000,0.227133,low
HRA00023770,USR009734,2026-04-26T09:00:00,uninsured,724000,60000,532000,5,487000,2285000,1798000,0.213129,low
HRA00023771,USR009734,2026-06-22T09:00:00,insured,753000,484000,322000,4,321000,2285000,1964000,0.140481,low
HRA00023772,USR009734,2026-08-12T09:00:00,insured,221000,488000,160000,3,401000,2285000,1884000,0.175492,low
HRA00023773,USR009737,2026-02-15T06:00:00,partial,711000,230000,553000,0,763000,1495000,732000,0.510368,moderate
HRA00023774,USR009737,2026-04-02T06:00:00,insured,303000,62000,247000,5,813000,1495000,682000,0.543813,moderate
HRA00023775,USR009737,2026-05-22T06:00:00,insured,352000,35000,235000,2,814000,1495000,681000,0.544482,moderate
HRA00023776,USR009737,2026-07-16T06:00:00,insured,446000,391000,538000,2,816000,1495000,679000,0.545819,moderate
HRA00023777,USR009737,2026-08-28T06:00:00,insured,723000,96000,628000,0,829000,1495000,666000,0.554515,moderate
HRA00023778,USR009738,2025-12-04T00:00:00,insured,88000,176000,676000,0,387000,1159000,772000,0.333909,developing
HRA00023779,USR009738,2026-01-20T00:00:00,insured,113000,344000,593000,4,412000,1159000,747000,0.355479,developing
HRA00023780,USR009738,2026-03-07T00:00:00,partial,631000,432000,205000,3,491000,1159000,668000,0.423641,developing
HRA00023781,USR009738,2026-04-26T00:00:00,insured,479000,188000,465000,0,428000,1159000,731000,0.369284,developing
HRA00023782,USR009738,2026-06-19T00:00:00,insured,590000,325000,353000,1,457000,1159000,702000,0.394305,developing
HRA00023783,USR009738,2026-08-08T00:00:00,insured,168000,203000,71000,4,459000,1159000,700000,0.396031,developing
HRA00023784,USR009739,2026-01-05T11:00:00,uninsured,622000,163000,101000,3,298000,1878000,1580000,0.158679,low
HRA00023785,USR009739,2026-02-27T11:00:00,insured,188000,233000,653000,0,317000,1878000,1561000,0.168797,low
HRA00023786,USR009739,2026-04-12T11:00:00,insured,563000,440000,421000,5,338000,1878000,1540000,0.179979,low
HRA00023787,USR009739,2026-06-01T11:00:00,partial,391000,195000,593000,5,326000,1878000,1552000,0.173589,low
HRA00023788,USR009739,2026-07-28T11:00:00,insured,328000,441000,108000,2,262000,1878000,1616000,0.13951,low
HRA00023789,USR009739,2026-09-13T11:00:00,partial,672000,374000,217000,3,108000,1878000,1770000,0.057508,low
HRA00023790,USR009743,2026-02-08T05:00:00,insured,775000,175000,448000,0,633000,1982000,1349000,0.319374,developing
HRA00023791,USR009743,2026-03-28T05:00:00,uninsured,307000,53000,449000,0,760000,1982000,1222000,0.383451,developing
HRA00023792,USR009743,2026-05-14T05:00:00,partial,593000,489000,440000,5,932000,1982000,1050000,0.470232,developing
HRA00023793,USR009743,2026-07-02T05:00:00,uninsured,779000,2000,446000,2,1116000,1982000,866000,0.563068,moderate
HRA00023794,USR009743,2026-08-29T05:00:00,uninsured,184000,52000,101000,1,1378000,1982000,604000,0.695257,moderate
HRA00023795,USR009745,2025-11-23T23:00:00,insured,194000,265000,482000,3,1152000,1913000,761000,0.602196,moderate
HRA00023796,USR009745,2026-01-07T23:00:00,partial,96000,443000,624000,0,1356000,1913000,557000,0.708834,moderate
HRA00023797,USR009745,2026-02-25T23:00:00,insured,487000,439000,256000,4,1500000,1913000,413000,0.784109,moderate
HRA00023798,USR009745,2026-04-21T23:00:00,partial,569000,158000,74000,5,1592000,1913000,321000,0.832201,moderate
HRA00023799,USR009745,2026-06-06T23:00:00,uninsured,302000,283000,405000,3,1688000,1913000,225000,0.882384,strong
HRA00023800,USR009745,2026-07-24T23:00:00,partial,597000,59000,84000,4,2002000,1913000,0,1.046524,strong
HRA00023801,USR009746,2026-02-11T17:00:00,uninsured,59000,355000,189000,4,218000,293000,75000,0.744027,moderate
HRA00023802,USR009746,2026-04-01T17:00:00,partial,745000,237000,634000,4,225000,293000,68000,0.767918,moderate
HRA00023803,USR009746,2026-05-18T17:00:00,partial,771000,383000,95000,2,222000,293000,71000,0.757679,moderate
HRA00023804,USR009746,2026-07-14T17:00:00,insured,258000,95000,277000,2,247000,293000,46000,0.843003,moderate
HRA00023805,USR009746,2026-08-30T17:00:00,uninsured,277000,226000,560000,3,254000,293000,39000,0.866894,strong
HRA00023806,USR009747,2025-12-24T14:00:00,partial,788000,477000,331000,4,1458000,2177000,719000,0.669729,moderate
HRA00023807,USR009747,2026-02-11T14:00:00,uninsured,661000,157000,377000,4,1469000,2177000,708000,0.674782,moderate
HRA00023808,USR009747,2026-03-30T14:00:00,partial,401000,10000,160000,5,1545000,2177000,632000,0.709692,moderate
HRA00023809,USR009747,2026-05-22T14:00:00,partial,565000,153000,157000,4,1450000,2177000,727000,0.666054,moderate
HRA00023810,USR009747,2026-07-07T14:00:00,uninsured,598000,468000,499000,3,1363000,2177000,814000,0.626091,moderate
HRA00023811,USR009747,2026-08-23T14:00:00,uninsured,105000,292000,649000,4,1190000,2177000,987000,0.546624,moderate
HRA00023812,USR009748,2025-10-17T07:00:00,uninsured,150000,245000,444000,4,2048000,2362000,314000,0.867062,strong
HRA00023813,USR009748,2025-12-05T07:00:00,insured,676000,293000,678000,0,2507000,2362000,0,1.061389,strong
HRA00023814,USR009748,2026-01-24T07:00:00,uninsured,196000,252000,402000,4,2843000,2362000,0,1.203641,strong
HRA00023815,USR009748,2026-03-18T07:00:00,uninsured,414000,395000,518000,3,3176000,2362000,0,1.344623,strong
HRA00023816,USR009748,2026-05-08T07:00:00,partial,233000,95000,400000,0,3507000,2362000,0,1.484759,strong
HRA00023817,USR009748,2026-06-23T07:00:00,partial,682000,358000,301000,5,3856000,2362000,0,1.632515,strong
HRA00023818,USR009748,2026-08-09T07:00:00,uninsured,599000,445000,393000,3,4139000,2362000,0,1.752329,strong
HRA00023819,USR009750,2026-01-05T09:00:00,partial,687000,90000,500000,2,129000,310000,181000,0.416129,developing
HRA00023820,USR009750,2026-02-21T09:00:00,insured,129000,344000,585000,0,157000,310000,153000,0.506452,moderate
HRA00023821,USR009750,2026-04-11T09:00:00,partial,662000,112000,650000,3,189000,310000,121000,0.609677,moderate
HRA00023822,USR009750,2026-06-04T09:00:00,uninsured,381000,301000,413000,4,229000,310000,81000,0.73871,moderate
HRA00023823,USR009750,2026-07-22T09:00:00,insured,376000,493000,90000,2,264000,310000,46000,0.851613,strong
HRA00023824,USR009750,2026-09-06T09:00:00,uninsured,406000,202000,418000,1,300000,310000,10000,0.967742,strong
HRA00023825,USR009754,2025-09-24T05:00:00,partial,413000,137000,426000,1,811000,1264000,453000,0.641614,moderate
HRA00023826,USR009754,2025-11-16T05:00:00,partial,261000,81000,165000,5,947000,1264000,317000,0.749209,moderate
HRA00023827,USR009754,2025-12-30T05:00:00,insured,383000,153000,160000,2,1065000,1264000,199000,0.842563,moderate
HRA00023828,USR009754,2026-02-24T05:00:00,uninsured,360000,226000,647000,5,1242000,1264000,22000,0.982595,strong
HRA00023829,USR009754,2026-04-14T05:00:00,uninsured,386000,69000,91000,2,1444000,1264000,0,1.142405,strong
HRA00023830,USR009754,2026-05-28T05:00:00,uninsured,150000,443000,74000,1,1585000,1264000,0,1.253956,strong
HRA00023831,USR009754,2026-07-24T05:00:00,uninsured,618000,363000,100000,1,1779000,1264000,0,1.407437,strong
HRA00023832,USR009757,2025-12-09T03:00:00,uninsured,691000,378000,648000,4,496000,2130000,1634000,0.232864,low
HRA00023833,USR009757,2026-01-25T03:00:00,insured,608000,267000,483000,2,409000,2130000,1721000,0.192019,low
HRA00023834,USR009757,2026-03-19T03:00:00,uninsured,147000,403000,500000,2,372000,2130000,1758000,0.174648,low
HRA00023835,USR009757,2026-05-03T03:00:00,uninsured,648000,43000,297000,0,358000,2130000,1772000,0.168075,low
HRA00023836,USR009757,2026-06-21T03:00:00,insured,252000,106000,83000,5,322000,2130000,1808000,0.151174,low
HRA00023837,USR009757,2026-08-08T03:00:00,insured,101000,283000,236000,2,200000,2130000,1930000,0.093897,low
HRA00023838,USR009758,2026-01-30T10:00:00,uninsured,792000,63000,529000,0,228000,476000,248000,0.478992,developing
HRA00023839,USR009758,2026-03-24T10:00:00,uninsured,145000,211000,335000,0,253000,476000,223000,0.531513,moderate
HRA00023840,USR009758,2026-05-11T10:00:00,partial,144000,87000,688000,1,313000,476000,163000,0.657563,moderate
HRA00023841,USR009758,2026-07-01T10:00:00,insured,789000,291000,121000,3,365000,476000,111000,0.766807,moderate
HRA00023842,USR009758,2026-08-17T10:00:00,partial,173000,99000,501000,3,399000,476000,77000,0.838235,moderate
HRA00023843,USR009759,2025-12-12T09:00:00,uninsured,244000,494000,489000,3,963000,2341000,1378000,0.411363,developing
HRA00023844,USR009759,2026-01-30T09:00:00,insured,162000,325000,691000,5,999000,2341000,1342000,0.426741,developing
HRA00023845,USR009759,2026-03-16T09:00:00,partial,760000,198000,97000,5,1060000,2341000,1281000,0.452798,developing
HRA00023846,USR009759,2026-05-11T09:00:00,insured,246000,494000,222000,1,1239000,2341000,1102000,0.529261,moderate
HRA00023847,USR009759,2026-06-24T09:00:00,uninsured,355000,206000,483000,4,1372000,2341000,969000,0.586074,moderate
HRA00023848,USR009759,2026-08-18T09:00:00,insured,456000,216000,442000,1,1355000,2341000,986000,0.578812,moderate
HRA00023849,USR009760,2026-02-06T13:00:00,insured,699000,481000,212000,3,665000,1044000,379000,0.636973,moderate
HRA00023850,USR009760,2026-03-28T13:00:00,insured,438000,273000,526000,0,686000,1044000,358000,0.657088,moderate
HRA00023851,USR009760,2026-05-21T13:00:00,partial,601000,240000,520000,3,689000,1044000,355000,0.659962,moderate
HRA00023852,USR009760,2026-07-08T13:00:00,partial,396000,240000,395000,5,695000,1044000,349000,0.665709,moderate
HRA00023853,USR009760,2026-08-25T13:00:00,uninsured,276000,429000,420000,2,719000,1044000,325000,0.688697,moderate
HRA00023854,USR009764,2025-10-03T06:00:00,uninsured,398000,339000,447000,4,1299000,1973000,674000,0.658388,moderate
HRA00023855,USR009764,2025-11-26T06:00:00,partial,523000,333000,685000,1,1468000,1973000,505000,0.744045,moderate
HRA00023856,USR009764,2026-01-11T06:00:00,partial,527000,350000,585000,5,1637000,1973000,336000,0.829701,moderate
HRA00023857,USR009764,2026-03-06T06:00:00,insured,112000,330000,581000,0,2016000,1973000,0,1.021794,strong
HRA00023858,USR009764,2026-04-19T06:00:00,insured,307000,375000,343000,3,2292000,1973000,0,1.161683,strong
HRA00023859,USR009764,2026-06-11T06:00:00,uninsured,378000,480000,513000,4,2520000,1973000,0,1.277243,strong
HRA00023860,USR009764,2026-07-27T06:00:00,insured,714000,297000,280000,2,2669000,1973000,0,1.352762,strong
HRA00023861,USR009767,2026-01-01T13:00:00,partial,486000,316000,616000,1,1001000,1833000,832000,0.546099,moderate
HRA00023862,USR009767,2026-02-23T13:00:00,insured,718000,214000,551000,5,1068000,1833000,765000,0.582651,moderate
HRA00023863,USR009767,2026-04-09T13:00:00,insured,136000,146000,668000,5,1068000,1833000,765000,0.582651,moderate
HRA00023864,USR009767,2026-05-31T13:00:00,uninsured,155000,146000,92000,5,1099000,1833000,734000,0.599564,moderate
HRA00023865,USR009767,2026-07-19T13:00:00,partial,625000,133000,160000,3,1176000,1833000,657000,0.641571,moderate
HRA00023866,USR009767,2026-09-08T13:00:00,insured,474000,297000,668000,1,1078000,1833000,755000,0.588107,moderate
HRA00023867,USR009769,2026-01-03T06:00:00,insured,760000,52000,223000,0,1257000,2057000,800000,0.611084,moderate
HRA00023868,USR009769,2026-02-21T06:00:00,partial,626000,89000,166000,4,1254000,2057000,803000,0.609626,moderate
HRA00023869,USR009769,2026-04-16T06:00:00,insured,550000,145000,350000,3,1346000,2057000,711000,0.654351,moderate
HRA00023870,USR009769,2026-06-05T06:00:00,partial,687000,439000,211000,3,1465000,2057000,592000,0.712202,moderate
HRA00023871,USR009769,2026-07-26T06:00:00,uninsured,140000,3000,331000,2,1606000,2057000,451000,0.780749,moderate
HRA00023872,USR009769,2026-09-10T06:00:00,partial,84000,468000,411000,1,1597000,2057000,460000,0.776373,moderate
HRA00023873,USR009772,2025-12-26T15:00:00,insured,452000,414000,391000,0,1624000,2101000,477000,0.772965,moderate
HRA00023874,USR009772,2026-02-11T15:00:00,insured,169000,438000,337000,0,1690000,2101000,411000,0.804379,moderate
HRA00023875,USR009772,2026-04-04T15:00:00,insured,276000,347000,449000,4,1826000,2101000,275000,0.86911,strong
HRA00023876,USR009772,2026-05-20T15:00:00,insured,442000,379000,565000,0,2040000,2101000,61000,0.970966,strong
HRA00023877,USR009772,2026-07-09T15:00:00,insured,374000,183000,176000,1,2241000,2101000,0,1.066635,strong
HRA00023878,USR009772,2026-09-01T15:00:00,insured,727000,108000,363000,0,2507000,2101000,0,1.193241,strong
HRA00023879,USR009774,2025-12-08T14:00:00,insured,348000,273000,367000,2,498000,1116000,618000,0.446237,developing
HRA00023880,USR009774,2026-01-24T14:00:00,insured,723000,284000,83000,3,543000,1116000,573000,0.486559,developing
HRA00023881,USR009774,2026-03-14T14:00:00,insured,354000,331000,611000,4,583000,1116000,533000,0.522401,moderate
HRA00023882,USR009774,2026-05-06T14:00:00,partial,122000,182000,201000,0,610000,1116000,506000,0.546595,moderate
HRA00023883,USR009774,2026-06-30T14:00:00,uninsured,779000,207000,371000,0,621000,1116000,495000,0.556452,moderate
HRA00023884,USR009774,2026-08-15T14:00:00,insured,451000,75000,376000,5,658000,1116000,458000,0.589606,moderate
HRA00023885,USR009776,2025-11-05T09:00:00,partial,246000,440000,664000,0,324000,405000,81000,0.8,moderate
HRA00023886,USR009776,2025-12-26T09:00:00,insured,239000,87000,558000,3,349000,405000,56000,0.861728,strong
HRA00023887,USR009776,2026-02-09T09:00:00,uninsured,273000,95000,563000,4,380000,405000,25000,0.938272,strong
HRA00023888,USR009776,2026-03-30T09:00:00,insured,574000,310000,427000,4,434000,405000,0,1.071605,strong
HRA00023889,USR009776,2026-05-21T09:00:00,partial,149000,464000,498000,3,477000,405000,0,1.177778,strong
HRA00023890,USR009776,2026-07-14T09:00:00,partial,207000,413000,548000,4,504000,405000,0,1.244444,strong
HRA00023891,USR009776,2026-09-03T09:00:00,insured,643000,358000,218000,1,543000,405000,0,1.340741,strong
HRA00023892,USR009777,2026-02-01T09:00:00,insured,534000,80000,431000,3,869000,1091000,222000,0.796517,moderate
HRA00023893,USR009777,2026-03-27T09:00:00,insured,245000,330000,571000,4,876000,1091000,215000,0.802933,moderate
HRA00023894,USR009777,2026-05-13T09:00:00,uninsured,517000,400000,477000,4,921000,1091000,170000,0.84418,moderate
HRA00023895,USR009777,2026-06-30T09:00:00,insured,554000,314000,129000,5,967000,1091000,124000,0.886343,strong
HRA00023896,USR009777,2026-08-17T09:00:00,partial,473000,8000,399000,0,999000,1091000,92000,0.915674,strong
HRA00023897,USR009780,2026-02-11T21:00:00,partial,757000,144000,482000,0,831000,931000,100000,0.892589,strong
HRA00023898,USR009780,2026-04-05T21:00:00,insured,76000,146000,454000,2,833000,931000,98000,0.894737,strong
HRA00023899,USR009780,2026-05-19T21:00:00,uninsured,370000,135000,436000,0,876000,931000,55000,0.940924,strong
HRA00023900,USR009780,2026-07-07T21:00:00,insured,250000,70000,549000,3,924000,931000,7000,0.992481,strong
HRA00023901,USR009780,2026-08-31T21:00:00,partial,204000,200000,549000,2,993000,931000,0,1.066595,strong
HRA00023902,USR009782,2026-02-12T02:00:00,uninsured,413000,89000,511000,4,429000,1734000,1305000,0.247405,low
HRA00023903,USR009782,2026-04-06T02:00:00,partial,651000,214000,256000,1,525000,1734000,1209000,0.302768,developing
HRA00023904,USR009782,2026-05-27T02:00:00,partial,234000,138000,109000,2,691000,1734000,1043000,0.398501,developing
HRA00023905,USR009782,2026-07-15T02:00:00,insured,365000,28000,147000,0,767000,1734000,967000,0.44233,developing
HRA00023906,USR009782,2026-08-29T02:00:00,partial,185000,299000,640000,0,980000,1734000,754000,0.565167,moderate
HRA00023907,USR009783,2025-11-21T23:00:00,insured,328000,199000,228000,0,459000,1847000,1388000,0.248511,low
HRA00023908,USR009783,2026-01-07T23:00:00,uninsured,672000,432000,469000,5,563000,1847000,1284000,0.304819,developing
HRA00023909,USR009783,2026-02-21T23:00:00,insured,58000,150000,264000,2,704000,1847000,1143000,0.381159,developing
HRA00023910,USR009783,2026-04-16T23:00:00,uninsured,667000,126000,460000,3,866000,1847000,981000,0.468868,developing
HRA00023911,USR009783,2026-06-03T23:00:00,partial,58000,298000,425000,3,924000,1847000,923000,0.500271,moderate
HRA00023912,USR009783,2026-07-29T23:00:00,partial,215000,262000,544000,4,930000,1847000,917000,0.503519,moderate
HRA00023913,USR009787,2025-09-25T15:00:00,insured,404000,376000,354000,2,67000,409000,342000,0.163814,low
HRA00023914,USR009787,2025-11-13T15:00:00,insured,541000,227000,95000,1,102000,409000,307000,0.249389,low
HRA00023915,USR009787,2025-12-30T15:00:00,partial,249000,235000,91000,4,106000,409000,303000,0.259169,developing
HRA00023916,USR009787,2026-02-23T15:00:00,uninsured,642000,390000,491000,3,116000,409000,293000,0.283619,developing
HRA00023917,USR009787,2026-04-11T15:00:00,insured,510000,415000,340000,1,125000,409000,284000,0.305623,developing
HRA00023918,USR009787,2026-06-01T15:00:00,insured,595000,61000,452000,0,135000,409000,274000,0.330073,developing
HRA00023919,USR009787,2026-07-19T15:00:00,partial,524000,133000,519000,4,143000,409000,266000,0.349633,developing
HRA00023920,USR009788,2026-01-31T00:00:00,insured,525000,378000,174000,4,395000,684000,289000,0.577485,moderate
HRA00023921,USR009788,2026-03-20T00:00:00,partial,396000,374000,350000,4,416000,684000,268000,0.608187,moderate
HRA00023922,USR009788,2026-05-07T00:00:00,partial,562000,28000,308000,4,397000,684000,287000,0.580409,moderate
HRA00023923,USR009788,2026-07-01T00:00:00,insured,276000,325000,456000,5,431000,684000,253000,0.630117,moderate
HRA00023924,USR009788,2026-08-16T00:00:00,uninsured,338000,187000,211000,2,442000,684000,242000,0.646199,moderate
HRA00023925,USR009789,2025-12-07T16:00:00,insured,784000,391000,559000,4,101000,567000,466000,0.178131,low
HRA00023926,USR009789,2026-01-28T16:00:00,uninsured,772000,390000,123000,4,103000,567000,464000,0.181658,low
HRA00023927,USR009789,2026-03-15T16:00:00,uninsured,111000,381000,481000,0,56000,567000,511000,0.098765,low
HRA00023928,USR009789,2026-05-10T16:00:00,uninsured,677000,499000,269000,2,62000,567000,505000,0.109347,low
HRA00023929,USR009789,2026-06-26T16:00:00,insured,787000,492000,52000,4,13000,567000,554000,0.022928,low
HRA00023930,USR009789,2026-08-12T16:00:00,insured,165000,160000,84000,3,0,567000,567000,0.0,low
HRA00023931,USR009791,2025-11-13T23:00:00,partial,708000,377000,196000,0,984000,2071000,1087000,0.475133,developing
HRA00023932,USR009791,2026-01-02T23:00:00,insured,615000,229000,272000,1,780000,2071000,1291000,0.37663,developing
HRA00023933,USR009791,2026-02-20T23:00:00,uninsured,90000,365000,490000,5,571000,2071000,1500000,0.275712,developing
HRA00023934,USR009791,2026-04-12T23:00:00,partial,467000,257000,285000,5,568000,2071000,1503000,0.274264,developing
HRA00023935,USR009791,2026-06-01T23:00:00,insured,787000,202000,147000,3,422000,2071000,1649000,0.203766,low
HRA00023936,USR009791,2026-07-21T23:00:00,partial,278000,366000,592000,3,265000,2071000,1806000,0.127958,low
HRA00023937,USR009791,2026-09-11T23:00:00,partial,794000,400000,366000,4,150000,2071000,1921000,0.072429,low
HRA00023938,USR009795,2025-12-17T12:00:00,insured,524000,447000,307000,1,1290000,1398000,108000,0.922747,strong
HRA00023939,USR009795,2026-02-05T12:00:00,insured,183000,245000,641000,3,1556000,1398000,0,1.113019,strong
HRA00023940,USR009795,2026-03-31T12:00:00,partial,178000,151000,406000,3,1810000,1398000,0,1.294707,strong
HRA00023941,USR009795,2026-05-12T12:00:00,partial,259000,163000,293000,2,2105000,1398000,0,1.505722,strong
HRA00023942,USR009795,2026-07-05T12:00:00,partial,738000,74000,498000,1,2327000,1398000,0,1.664521,strong
HRA00023943,USR009795,2026-08-23T12:00:00,insured,226000,124000,86000,3,2568000,1398000,0,1.83691,strong
HRA00023944,USR009796,2025-10-03T10:00:00,insured,737000,283000,646000,0,710000,1850000,1140000,0.383784,developing
HRA00023945,USR009796,2025-11-26T10:00:00,insured,609000,93000,352000,4,794000,1850000,1056000,0.429189,developing
HRA00023946,USR009796,2026-01-09T10:00:00,uninsured,248000,419000,696000,3,884000,1850000,966000,0.477838,developing
HRA00023947,USR009796,2026-02-28T10:00:00,insured,600000,84000,108000,0,1084000,1850000,766000,0.585946,moderate
HRA00023948,USR009796,2026-04-23T10:00:00,insured,736000,463000,123000,5,1217000,1850000,633000,0.657838,moderate
HRA00023949,USR009796,2026-06-11T10:00:00,uninsured,383000,338000,201000,3,1354000,1850000,496000,0.731892,moderate
HRA00023950,USR009796,2026-07-31T10:00:00,uninsured,211000,332000,143000,0,1452000,1850000,398000,0.784865,moderate
HRA00023951,USR009800,2025-12-05T01:00:00,uninsured,67000,298000,365000,5,992000,1944000,952000,0.510288,moderate
HRA00023952,USR009800,2026-01-22T01:00:00,uninsured,625000,200000,391000,0,1069000,1944000,875000,0.549897,moderate
HRA00023953,USR009800,2026-03-17T01:00:00,insured,285000,496000,348000,3,1263000,1944000,681000,0.649691,moderate
HRA00023954,USR009800,2026-05-07T01:00:00,partial,766000,249000,622000,0,1435000,1944000,509000,0.738169,moderate
HRA00023955,USR009800,2026-06-27T01:00:00,uninsured,240000,125000,243000,4,1594000,1944000,350000,0.819959,moderate
HRA00023956,USR009800,2026-08-08T01:00:00,insured,396000,18000,534000,5,1653000,1944000,291000,0.850309,strong
HRA00023957,USR009802,2025-11-25T13:00:00,uninsured,293000,498000,526000,2,745000,1227000,482000,0.607172,moderate
HRA00023958,USR009802,2026-01-12T13:00:00,partial,85000,487000,191000,3,751000,1227000,476000,0.612062,moderate
HRA00023959,USR009802,2026-03-01T13:00:00,insured,164000,357000,512000,3,776000,1227000,451000,0.632437,moderate
HRA00023960,USR009802,2026-04-20T13:00:00,uninsured,612000,364000,477000,0,868000,1227000,359000,0.707416,moderate
HRA00023961,USR009802,2026-06-10T13:00:00,uninsured,655000,160000,564000,2,923000,1227000,304000,0.752241,moderate
HRA00023962,USR009802,2026-07-27T13:00:00,insured,779000,118000,421000,3,1024000,1227000,203000,0.834556,moderate
HRA00023963,USR009803,2025-12-07T03:00:00,partial,588000,161000,240000,2,920000,1213000,293000,0.75845,moderate
HRA00023964,USR009803,2026-01-26T03:00:00,insured,535000,46000,573000,1,1002000,1213000,211000,0.826051,moderate
HRA00023965,USR009803,2026-03-21T03:00:00,partial,581000,204000,608000,0,1139000,1213000,74000,0.938994,strong
HRA00023966,USR009803,2026-05-04T03:00:00,insured,388000,448000,159000,4,1239000,1213000,0,1.021434,strong
HRA00023967,USR009803,2026-06-29T03:00:00,uninsured,298000,198000,351000,5,1310000,1213000,0,1.079967,strong
HRA00023968,USR009803,2026-08-17T03:00:00,insured,538000,470000,171000,4,1486000,1213000,0,1.225062,strong
HRA00023969,USR009804,2025-11-22T01:00:00,insured,563000,76000,265000,4,711000,1968000,1257000,0.36128,developing
HRA00023970,USR009804,2026-01-11T01:00:00,insured,251000,64000,257000,2,870000,1968000,1098000,0.442073,developing
HRA00023971,USR009804,2026-03-03T01:00:00,insured,524000,306000,98000,2,873000,1968000,1095000,0.443598,developing
HRA00023972,USR009804,2026-04-25T01:00:00,insured,435000,123000,551000,0,1128000,1968000,840000,0.573171,moderate
HRA00023973,USR009804,2026-06-09T01:00:00,uninsured,675000,242000,284000,5,1162000,1968000,806000,0.590447,moderate
HRA00023974,USR009804,2026-07-31T01:00:00,insured,281000,422000,512000,5,1342000,1968000,626000,0.681911,moderate
HRA00023975,USR009808,2026-01-05T23:00:00,insured,409000,491000,245000,1,245000,599000,354000,0.409015,developing
HRA00023976,USR009808,2026-02-18T23:00:00,partial,445000,408000,557000,0,219000,599000,380000,0.365609,developing
HRA00023977,USR009808,2026-04-09T23:00:00,partial,508000,29000,162000,4,167000,599000,432000,0.278798,developing
HRA00023978,USR009808,2026-06-02T23:00:00,insured,397000,20000,518000,0,146000,599000,453000,0.24374,low
HRA00023979,USR009808,2026-07-25T23:00:00,uninsured,552000,463000,70000,5,109000,599000,490000,0.18197,low
HRA00023980,USR009808,2026-09-10T23:00:00,uninsured,171000,54000,266000,5,58000,599000,541000,0.096828,low
HRA00023981,USR009809,2026-02-14T08:00:00,partial,365000,94000,299000,1,218000,369000,151000,0.590786,moderate
HRA00023982,USR009809,2026-04-07T08:00:00,insured,593000,247000,402000,2,253000,369000,116000,0.685637,moderate
HRA00023983,USR009809,2026-05-25T08:00:00,uninsured,297000,424000,684000,5,298000,369000,71000,0.807588,moderate
HRA00023984,USR009809,2026-07-11T08:00:00,insured,53000,315000,190000,5,326000,369000,43000,0.883469,strong
HRA00023985,USR009809,2026-08-30T08:00:00,insured,242000,319000,402000,4,349000,369000,20000,0.945799,strong
HRA00023986,USR009811,2025-10-05T06:00:00,partial,334000,455000,647000,0,304000,2175000,1871000,0.13977,low
HRA00023987,USR009811,2025-11-21T06:00:00,uninsured,88000,59000,589000,1,531000,2175000,1644000,0.244138,low
HRA00023988,USR009811,2026-01-08T06:00:00,insured,494000,254000,417000,4,637000,2175000,1538000,0.292874,developing
HRA00023989,USR009811,2026-03-04T06:00:00,partial,539000,296000,590000,5,574000,2175000,1601000,0.263908,developing
HRA00023990,USR009811,2026-04-17T06:00:00,partial,484000,274000,159000,4,696000,2175000,1479000,0.32,developing
HRA00023991,USR009811,2026-06-12T06:00:00,uninsured,695000,99000,530000,0,803000,2175000,1372000,0.369195,developing
HRA00023992,USR009811,2026-07-26T06:00:00,partial,378000,255000,140000,4,863000,2175000,1312000,0.396782,developing
HRA00023993,USR009813,2026-02-15T14:00:00,partial,175000,111000,330000,2,465000,500000,35000,0.93,strong
HRA00023994,USR009813,2026-04-07T14:00:00,insured,673000,60000,473000,3,486000,500000,14000,0.972,strong
HRA00023995,USR009813,2026-05-21T14:00:00,insured,476000,135000,167000,2,530000,500000,0,1.06,strong
HRA00023996,USR009813,2026-07-14T14:00:00,insured,286000,262000,80000,0,548000,500000,0,1.096,strong
HRA00023997,USR009813,2026-09-01T14:00:00,insured,481000,295000,254000,0,533000,500000,0,1.066,strong
HRA00023998,USR009814,2025-10-26T11:00:00,partial,452000,431000,52000,2,28000,2495000,2467000,0.011222,low
HRA00023999,USR009814,2025-12-08T11:00:00,uninsured,541000,110000,547000,0,0,2495000,2495000,0.0,low
