context_id,user_id,related_session_id,recorded_at,context_type,context_value,source
CTX00022888,USR008779,SES00045528,2026-08-08T10:09:00,workload,high,self_report
CTX00022889,USR008780,SES00045530,2026-01-29T22:06:00,medication_change_self_report,self_reported_change,self_report
CTX00022890,USR008780,SES00045531,2026-04-05T14:22:00,sleep,fair,self_report
CTX00022891,USR008780,SES00045532,2026-04-14T19:52:00,stress,high,self_report
CTX00022892,USR008780,SES00045534,2026-06-26T21:53:00,none,none,self_report
CTX00022893,USR008780,SES00045535,2026-07-26T02:43:00,medication_change_self_report,self_reported_change,self_report
CTX00022894,USR008781,SES00045542,2026-05-28T00:51:00,stress,low,self_report
CTX00022895,USR008781,SES00045543,2026-06-25T03:33:00,lifestyle_change,routine_change,self_report
CTX00022896,USR008781,SES00045546,2026-09-07T15:59:00,lifestyle_change,routine_change,self_report
CTX00022897,USR008782,SES00045548,2026-01-24T11:30:00,workload,normal,self_report
CTX00022898,USR008782,SES00045549,2026-02-13T11:56:00,workload,normal,self_report
CTX00022899,USR008782,SES00045550,2026-05-08T11:38:00,travel,recent_travel,self_report
CTX00022900,USR008782,SES00045551,2026-06-10T04:41:00,illness_self_report,temporary_unwell,self_report
CTX00022901,USR008782,SES00045552,2026-06-21T17:34:00,lifestyle_change,routine_change,self_report
CTX00022902,USR008782,SES00045554,2026-08-13T23:36:00,travel,recent_travel,self_report
CTX00022903,USR008784,SES00045555,2025-11-06T21:29:00,illness_self_report,temporary_unwell,self_report
CTX00022904,USR008784,SES00045558,2026-02-20T03:39:00,workload,normal,self_report
CTX00022905,USR008784,SES00045560,2026-07-20T12:06:00,medication_change_self_report,self_reported_change,self_report
CTX00022906,USR008785,SES00045563,2026-05-28T01:39:00,sleep,poor,self_report
CTX00022907,USR008785,SES00045565,2026-07-01T23:18:00,sleep,poor,self_report
CTX00022908,USR008785,SES00045566,2026-07-04T02:14:00,workload,high,self_report
CTX00022909,USR008785,SES00045568,2026-08-11T04:08:00,lifestyle_change,routine_change,self_report
CTX00022910,USR008786,SES00045569,2026-02-06T03:33:00,sleep,fair,self_report
CTX00022911,USR008786,SES00045570,2026-02-11T03:54:00,stress,low,self_report
CTX00022912,USR008786,SES00045572,2026-04-14T15:56:00,illness_self_report,temporary_unwell,self_report
CTX00022913,USR008786,SES00045574,2026-05-28T07:08:00,stress,low,self_report
CTX00022914,USR008786,SES00045575,2026-06-03T00:20:00,sleep,good,self_report
CTX00022915,USR008786,SES00045576,2026-06-03T04:19:00,lifestyle_change,routine_change,self_report
CTX00022916,USR008786,SES00045577,2026-08-15T21:58:00,medication_change_self_report,self_reported_change,self_report
CTX00022917,USR008787,SES00045578,2025-12-13T08:32:00,stress,moderate,self_report
CTX00022918,USR008787,SES00045581,2026-05-25T21:56:00,workload,high,self_report
CTX00022919,USR008788,SES00045585,2026-04-01T02:08:00,stress,high,self_report
CTX00022920,USR008788,SES00045589,2026-07-16T00:13:00,workload,high,self_report
CTX00022921,USR008789,SES00045591,2026-01-29T18:10:00,lifestyle_change,routine_change,self_report
CTX00022922,USR008789,SES00045592,2026-01-31T21:28:00,lifestyle_change,routine_change,self_report
CTX00022923,USR008789,SES00045594,2026-04-05T11:32:00,sleep,poor,self_report
CTX00022924,USR008789,SES00045595,2026-05-18T02:29:00,stress,moderate,self_report
CTX00022925,USR008790,SES00045596,2026-01-20T11:06:00,major_life_event,self_reported_event,self_report
CTX00022926,USR008790,SES00045597,2026-02-10T03:17:00,major_life_event,self_reported_event,self_report
CTX00022927,USR008790,SES00045598,2026-04-12T16:43:00,workload,normal,self_report
CTX00022928,USR008790,SES00045599,2026-05-02T13:25:00,sleep,fair,self_report
CTX00022929,USR008790,SES00045602,2026-08-02T07:48:00,stress,high,self_report
CTX00022930,USR008790,SES00045603,2026-08-13T10:52:00,major_life_event,self_reported_event,self_report
CTX00022931,USR008793,SES00045608,2026-06-30T19:04:00,travel,recent_travel,self_report
CTX00022932,USR008794,SES00045609,2026-02-09T00:12:00,sleep,good,self_report
CTX00022933,USR008794,SES00045610,2026-02-17T00:18:00,medication_change_self_report,self_reported_change,self_report
CTX00022934,USR008795,SES00045615,2026-04-23T14:50:00,workload,normal,self_report
CTX00022935,USR008795,SES00045617,2026-07-10T22:42:00,sleep,poor,self_report
CTX00022936,USR008795,SES00045618,2026-08-24T18:53:00,workload,normal,self_report
CTX00022937,USR008798,SES00045621,2026-04-10T07:41:00,travel,recent_travel,self_report
CTX00022938,USR008799,SES00045624,2026-03-30T04:58:00,illness_self_report,temporary_unwell,self_report
CTX00022939,USR008799,SES00045625,2026-04-14T13:30:00,sleep,good,self_report
CTX00022940,USR008799,SES00045626,2026-04-28T04:32:00,travel,recent_travel,self_report
CTX00022941,USR008799,SES00045627,2026-05-01T03:14:00,workload,normal,self_report
CTX00022942,USR008799,SES00045628,2026-06-14T18:07:00,sleep,poor,self_report
CTX00022943,USR008799,SES00045629,2026-08-23T17:12:00,none,none,self_report
CTX00022944,USR008800,SES00045630,2025-12-29T08:14:00,stress,low,self_report
CTX00022945,USR008800,SES00045631,2026-02-08T23:55:00,sleep,poor,self_report
CTX00022946,USR008800,SES00045634,2026-06-06T08:39:00,stress,low,self_report
CTX00022947,USR008800,SES00045636,2026-07-23T13:46:00,illness_self_report,temporary_unwell,self_report
CTX00022948,USR008801,SES00045638,2026-02-09T14:53:00,sleep,poor,self_report
CTX00022949,USR008801,SES00045639,2026-05-04T18:38:00,stress,low,self_report
CTX00022950,USR008801,SES00045640,2026-05-14T07:30:00,workload,normal,self_report
CTX00022951,USR008801,SES00045641,2026-06-29T07:02:00,sleep,fair,self_report
CTX00022952,USR008802,SES00045642,2026-05-06T21:15:00,none,none,self_report
CTX00022953,USR008802,SES00045643,2026-05-23T20:13:00,sleep,poor,self_report
CTX00022954,USR008802,SES00045644,2026-07-27T16:40:00,stress,low,self_report
CTX00022955,USR008803,SES00045646,2026-04-11T10:01:00,sleep,fair,self_report
CTX00022956,USR008803,SES00045649,2026-07-22T19:39:00,travel,recent_travel,self_report
CTX00022957,USR008803,SES00045651,2026-08-29T00:12:00,none,none,self_report
CTX00022958,USR008804,SES00045654,2026-04-09T09:33:00,sleep,good,self_report
CTX00022959,USR008804,SES00045656,2026-08-26T00:14:00,none,none,self_report
CTX00022960,USR008805,SES00045661,2026-01-27T11:10:00,workload,normal,self_report
CTX00022961,USR008805,SES00045662,2026-04-21T23:00:00,none,none,self_report
CTX00022962,USR008805,SES00045663,2026-04-23T19:05:00,workload,normal,self_report
CTX00022963,USR008805,SES00045666,2026-09-01T07:55:00,travel,recent_travel,self_report
CTX00022964,USR008808,SES00045667,2025-11-28T13:54:00,lifestyle_change,routine_change,self_report
CTX00022965,USR008808,SES00045668,2025-12-13T04:07:00,stress,moderate,self_report
CTX00022966,USR008808,SES00045670,2026-01-28T21:58:00,stress,moderate,self_report
CTX00022967,USR008808,SES00045673,2026-06-01T17:54:00,travel,recent_travel,self_report
CTX00022968,USR008808,SES00045674,2026-07-10T11:55:00,medication_change_self_report,self_reported_change,self_report
CTX00022969,USR008809,SES00045676,2026-01-09T04:46:00,illness_self_report,temporary_unwell,self_report
CTX00022970,USR008809,SES00045680,2026-08-31T07:24:00,sleep,poor,self_report
CTX00022971,USR008810,SES00045682,2025-10-31T14:45:00,stress,moderate,self_report
CTX00022972,USR008810,SES00045684,2025-12-02T11:16:00,sleep,good,self_report
CTX00022973,USR008810,SES00045685,2026-01-24T01:03:00,sleep,fair,self_report
CTX00022974,USR008810,SES00045686,2026-05-11T08:49:00,sleep,poor,self_report
CTX00022975,USR008812,SES00045688,2026-03-02T10:35:00,workload,high,self_report
CTX00022976,USR008812,SES00045689,2026-04-28T09:19:00,medication_change_self_report,self_reported_change,self_report
CTX00022977,USR008812,SES00045692,2026-09-01T12:26:00,medication_change_self_report,self_reported_change,self_report
CTX00022978,USR008813,SES00045694,2025-12-20T17:53:00,sleep,poor,self_report
CTX00022979,USR008813,SES00045696,2026-01-05T19:21:00,stress,low,self_report
CTX00022980,USR008813,SES00045697,2026-02-14T22:15:00,sleep,fair,self_report
CTX00022981,USR008813,SES00045700,2026-06-05T03:46:00,sleep,good,self_report
CTX00022982,USR008813,SES00045701,2026-07-03T17:58:00,sleep,good,self_report
CTX00022983,USR008814,SES00045702,2025-11-30T22:10:00,none,none,self_report
CTX00022984,USR008814,SES00045706,2026-05-06T05:17:00,sleep,poor,self_report
CTX00022985,USR008814,SES00045709,2026-08-27T07:44:00,sleep,poor,self_report
CTX00022986,USR008815,SES00045712,2025-10-06T06:56:00,workload,normal,self_report
CTX00022987,USR008815,SES00045714,2026-02-11T15:04:00,sleep,poor,self_report
CTX00022988,USR008816,SES00045716,2025-12-28T21:52:00,illness_self_report,temporary_unwell,self_report
CTX00022989,USR008816,SES00045720,2026-03-21T08:49:00,none,none,self_report
CTX00022990,USR008816,SES00045721,2026-04-07T10:27:00,sleep,good,self_report
CTX00022991,USR008816,SES00045723,2026-05-25T08:18:00,travel,recent_travel,self_report
CTX00022992,USR008817,SES00045725,2026-03-24T13:38:00,stress,high,self_report
CTX00022993,USR008817,SES00045726,2026-04-21T05:36:00,workload,normal,self_report
CTX00022994,USR008817,SES00045729,2026-07-07T18:01:00,illness_self_report,temporary_unwell,self_report
CTX00022995,USR008818,SES00045731,2025-11-12T13:01:00,lifestyle_change,routine_change,self_report
CTX00022996,USR008818,SES00045734,2026-03-28T02:25:00,stress,high,self_report
CTX00022997,USR008818,SES00045735,2026-04-29T12:45:00,sleep,fair,self_report
CTX00022998,USR008820,SES00045738,2025-12-24T05:48:00,lifestyle_change,routine_change,self_report
CTX00022999,USR008820,SES00045739,2026-07-04T03:00:00,stress,moderate,self_report
CTX00023000,USR008820,SES00045741,2026-07-27T13:27:00,workload,normal,self_report
CTX00023001,USR008821,SES00045746,2026-04-26T22:28:00,lifestyle_change,routine_change,self_report
CTX00023002,USR008821,SES00045748,2026-07-31T09:47:00,sleep,poor,self_report
CTX00023003,USR008821,SES00045750,2026-09-04T19:23:00,sleep,fair,self_report
CTX00023004,USR008822,SES00045751,2025-10-22T15:50:00,none,none,self_report
CTX00023005,USR008822,SES00045752,2026-02-08T19:09:00,sleep,fair,self_report
CTX00023006,USR008822,SES00045753,2026-02-18T03:23:00,lifestyle_change,routine_change,self_report
CTX00023007,USR008822,SES00045755,2026-06-16T08:17:00,sleep,fair,self_report
CTX00023008,USR008822,SES00045756,2026-07-03T22:18:00,medication_change_self_report,self_reported_change,self_report
CTX00023009,USR008823,SES00045761,2026-01-19T21:54:00,sleep,fair,self_report
CTX00023010,USR008823,SES00045762,2026-05-10T22:50:00,illness_self_report,temporary_unwell,self_report
CTX00023011,USR008823,SES00045763,2026-07-30T00:20:00,stress,high,self_report
CTX00023012,USR008824,SES00045766,2025-12-23T07:32:00,none,none,self_report
CTX00023013,USR008825,SES00045773,2026-06-09T03:11:00,sleep,fair,self_report
CTX00023014,USR008826,SES00045777,2026-02-17T11:05:00,none,none,self_report
CTX00023015,USR008826,SES00045779,2026-05-20T15:50:00,none,none,self_report
CTX00023016,USR008826,SES00045780,2026-06-08T22:30:00,sleep,good,self_report
CTX00023017,USR008826,SES00045781,2026-06-18T05:26:00,stress,high,self_report
CTX00023018,USR008826,SES00045783,2026-07-06T13:33:00,sleep,good,self_report
CTX00023019,USR008827,SES00045784,2026-02-02T17:30:00,sleep,good,self_report
CTX00023020,USR008827,SES00045785,2026-02-04T07:18:00,sleep,good,self_report
CTX00023021,USR008827,SES00045786,2026-03-13T15:33:00,major_life_event,self_reported_event,self_report
CTX00023022,USR008829,SES00045793,2026-08-20T15:31:00,sleep,fair,self_report
CTX00023023,USR008830,SES00045799,2026-07-26T15:15:00,lifestyle_change,routine_change,self_report
CTX00023024,USR008830,SES00045802,2026-08-28T10:31:00,illness_self_report,temporary_unwell,self_report
CTX00023025,USR008831,SES00045804,2025-11-05T13:53:00,stress,low,self_report
CTX00023026,USR008831,SES00045806,2025-12-20T12:58:00,workload,normal,self_report
CTX00023027,USR008831,SES00045807,2025-12-29T12:25:00,major_life_event,self_reported_event,self_report
CTX00023028,USR008831,SES00045810,2026-08-02T16:41:00,sleep,poor,self_report
CTX00023029,USR008834,SES00045813,2026-01-06T18:59:00,workload,normal,self_report
CTX00023030,USR008834,SES00045814,2026-03-02T06:57:00,workload,normal,self_report
CTX00023031,USR008834,SES00045815,2026-04-25T10:22:00,travel,recent_travel,self_report
CTX00023032,USR008834,SES00045816,2026-05-14T23:25:00,medication_change_self_report,self_reported_change,self_report
CTX00023033,USR008835,SES00045817,2026-01-16T15:02:00,sleep,fair,self_report
CTX00023034,USR008835,SES00045820,2026-06-02T17:36:00,stress,high,self_report
CTX00023035,USR008835,SES00045821,2026-07-13T15:08:00,workload,normal,self_report
CTX00023036,USR008835,SES00045822,2026-07-30T14:58:00,lifestyle_change,routine_change,self_report
CTX00023037,USR008835,SES00045823,2026-08-15T10:37:00,stress,high,self_report
CTX00023038,USR008835,SES00045824,2026-08-30T06:53:00,none,none,self_report
CTX00023039,USR008837,SES00045827,2026-03-29T01:30:00,stress,low,self_report
CTX00023040,USR008837,SES00045830,2026-06-10T07:07:00,sleep,poor,self_report
CTX00023041,USR008838,SES00045834,2026-04-10T23:29:00,sleep,fair,self_report
CTX00023042,USR008838,SES00045836,2026-06-24T23:36:00,workload,high,self_report
CTX00023043,USR008841,SES00045840,2026-01-16T17:52:00,sleep,poor,self_report
CTX00023044,USR008841,SES00045841,2026-03-07T06:01:00,none,none,self_report
CTX00023045,USR008841,SES00045842,2026-07-09T03:11:00,workload,high,self_report
CTX00023046,USR008841,SES00045843,2026-07-26T17:47:00,none,none,self_report
CTX00023047,USR008841,SES00045844,2026-08-09T12:16:00,stress,low,self_report
CTX00023048,USR008843,SES00045847,2026-02-02T04:05:00,major_life_event,self_reported_event,self_report
CTX00023049,USR008843,SES00045848,2026-04-28T09:49:00,stress,moderate,self_report
CTX00023050,USR008843,SES00045849,2026-05-06T04:09:00,major_life_event,self_reported_event,self_report
CTX00023051,USR008843,SES00045852,2026-08-11T05:09:00,stress,low,self_report
CTX00023052,USR008846,SES00045857,2026-05-03T01:17:00,sleep,fair,self_report
CTX00023053,USR008846,SES00045858,2026-08-13T09:34:00,stress,high,self_report
CTX00023054,USR008847,SES00045862,2026-06-30T06:35:00,sleep,poor,self_report
CTX00023055,USR008847,SES00045863,2026-07-14T17:49:00,major_life_event,self_reported_event,self_report
CTX00023056,USR008848,SES00045864,2025-11-09T04:19:00,major_life_event,self_reported_event,self_report
CTX00023057,USR008848,SES00045865,2025-11-12T00:51:00,illness_self_report,temporary_unwell,self_report
CTX00023058,USR008848,SES00045867,2026-01-24T09:51:00,sleep,fair,self_report
CTX00023059,USR008849,SES00045870,2026-04-15T21:13:00,none,none,self_report
CTX00023060,USR008849,SES00045871,2026-04-30T09:18:00,medication_change_self_report,self_reported_change,self_report
CTX00023061,USR008849,SES00045872,2026-05-10T15:32:00,workload,normal,self_report
CTX00023062,USR008850,SES00045876,2026-05-27T19:39:00,sleep,poor,self_report
CTX00023063,USR008850,SES00045877,2026-07-15T02:41:00,travel,recent_travel,self_report
CTX00023064,USR008851,SES00045879,2026-03-01T14:32:00,sleep,good,self_report
CTX00023065,USR008851,SES00045880,2026-04-07T04:45:00,stress,high,self_report
CTX00023066,USR008851,SES00045881,2026-05-02T20:31:00,stress,low,self_report
CTX00023067,USR008852,SES00045886,2026-04-07T05:10:00,major_life_event,self_reported_event,self_report
CTX00023068,USR008852,SES00045887,2026-04-13T01:25:00,stress,moderate,self_report
CTX00023069,USR008852,SES00045889,2026-05-15T05:01:00,medication_change_self_report,self_reported_change,self_report
CTX00023070,USR008853,SES00045894,2026-01-19T15:53:00,sleep,fair,self_report
CTX00023071,USR008853,SES00045896,2026-02-13T23:36:00,lifestyle_change,routine_change,self_report
CTX00023072,USR008853,SES00045897,2026-03-23T08:32:00,medication_change_self_report,self_reported_change,self_report
CTX00023073,USR008853,SES00045898,2026-03-23T18:46:00,sleep,good,self_report
CTX00023074,USR008853,SES00045899,2026-04-29T19:23:00,stress,low,self_report
CTX00023075,USR008854,SES00045903,2026-01-02T20:17:00,workload,high,self_report
CTX00023076,USR008854,SES00045904,2026-01-06T10:51:00,travel,recent_travel,self_report
CTX00023077,USR008854,SES00045905,2026-07-08T00:55:00,sleep,fair,self_report
CTX00023078,USR008854,SES00045906,2026-07-30T11:56:00,none,none,self_report
CTX00023079,USR008854,SES00045908,2026-09-12T20:18:00,none,none,self_report
CTX00023080,USR008857,SES00045909,2025-09-25T06:30:00,stress,high,self_report
CTX00023081,USR008857,SES00045910,2025-12-17T09:40:00,sleep,good,self_report
CTX00023082,USR008858,SES00045913,2026-01-14T16:02:00,medication_change_self_report,self_reported_change,self_report
CTX00023083,USR008858,SES00045916,2026-06-07T07:06:00,workload,high,self_report
CTX00023084,USR008859,SES00045918,2026-02-03T23:59:00,workload,high,self_report
CTX00023085,USR008860,SES00045925,2025-12-24T10:23:00,medication_change_self_report,self_reported_change,self_report
CTX00023086,USR008860,SES00045926,2026-02-13T19:13:00,sleep,good,self_report
CTX00023087,USR008860,SES00045927,2026-03-15T20:52:00,stress,low,self_report
CTX00023088,USR008860,SES00045931,2026-05-16T18:28:00,lifestyle_change,routine_change,self_report
CTX00023089,USR008860,SES00045932,2026-08-08T00:01:00,stress,high,self_report
CTX00023090,USR008861,SES00045933,2026-04-13T21:19:00,sleep,good,self_report
CTX00023091,USR008861,SES00045934,2026-04-23T14:02:00,none,none,self_report
CTX00023092,USR008861,SES00045936,2026-06-22T08:59:00,sleep,fair,self_report
CTX00023093,USR008861,SES00045937,2026-07-07T18:28:00,medication_change_self_report,self_reported_change,self_report
CTX00023094,USR008861,SES00045938,2026-08-03T20:06:00,workload,normal,self_report
CTX00023095,USR008861,SES00045939,2026-08-21T23:55:00,stress,high,self_report
CTX00023096,USR008861,SES00045940,2026-09-11T07:10:00,stress,moderate,self_report
CTX00023097,USR008862,SES00045941,2025-11-02T11:59:00,illness_self_report,temporary_unwell,self_report
CTX00023098,USR008862,SES00045942,2025-11-12T08:15:00,workload,normal,self_report
CTX00023099,USR008862,SES00045943,2025-11-23T08:12:00,none,none,self_report
CTX00023100,USR008862,SES00045945,2026-01-11T21:09:00,workload,high,self_report
CTX00023101,USR008862,SES00045948,2026-05-23T10:38:00,medication_change_self_report,self_reported_change,self_report
CTX00023102,USR008863,SES00045952,2026-07-16T12:07:00,illness_self_report,temporary_unwell,self_report
CTX00023103,USR008863,SES00045954,2026-08-01T02:25:00,stress,moderate,self_report
CTX00023104,USR008863,SES00045955,2026-08-14T06:10:00,sleep,fair,self_report
CTX00023105,USR008864,SES00045959,2026-06-30T04:19:00,sleep,poor,self_report
CTX00023106,USR008865,SES00045963,2025-12-26T03:55:00,workload,high,self_report
CTX00023107,USR008865,SES00045964,2026-03-16T22:56:00,travel,recent_travel,self_report
CTX00023108,USR008865,SES00045965,2026-03-27T10:00:00,stress,moderate,self_report
CTX00023109,USR008865,SES00045966,2026-06-08T01:34:00,major_life_event,self_reported_event,self_report
CTX00023110,USR008865,SES00045967,2026-07-01T00:31:00,sleep,fair,self_report
CTX00023111,USR008866,SES00045968,2026-01-09T19:47:00,stress,moderate,self_report
CTX00023112,USR008866,SES00045970,2026-04-29T23:08:00,travel,recent_travel,self_report
CTX00023113,USR008866,SES00045971,2026-05-19T09:33:00,stress,high,self_report
CTX00023114,USR008867,SES00045975,2026-04-15T17:23:00,travel,recent_travel,self_report
CTX00023115,USR008867,SES00045977,2026-07-20T08:56:00,travel,recent_travel,self_report
CTX00023116,USR008867,SES00045979,2026-09-12T02:13:00,workload,normal,self_report
CTX00023117,USR008868,SES00045980,2025-12-23T09:40:00,workload,high,self_report
CTX00023118,USR008868,SES00045984,2026-03-27T15:46:00,stress,moderate,self_report
CTX00023119,USR008868,SES00045986,2026-06-14T11:31:00,workload,normal,self_report
CTX00023120,USR008869,SES00045989,2025-12-20T14:26:00,stress,high,self_report
CTX00023121,USR008869,SES00045992,2026-02-16T23:10:00,sleep,fair,self_report
CTX00023122,USR008869,SES00045993,2026-06-10T10:18:00,none,none,self_report
CTX00023123,USR008870,SES00045997,2026-03-23T17:47:00,stress,high,self_report
CTX00023124,USR008870,SES00045999,2026-07-01T01:45:00,stress,high,self_report
CTX00023125,USR008870,SES00046000,2026-07-06T20:36:00,sleep,good,self_report
CTX00023126,USR008871,SES00046004,2026-05-19T09:56:00,stress,moderate,self_report
CTX00023127,USR008871,SES00046005,2026-06-30T08:23:00,travel,recent_travel,self_report
CTX00023128,USR008871,SES00046006,2026-07-01T18:57:00,workload,normal,self_report
CTX00023129,USR008872,SES00046008,2026-01-09T23:57:00,sleep,poor,self_report
CTX00023130,USR008872,SES00046011,2026-03-06T02:06:00,stress,low,self_report
CTX00023131,USR008872,SES00046012,2026-07-24T16:54:00,stress,moderate,self_report
CTX00023132,USR008873,SES00046015,2026-03-20T12:38:00,sleep,good,self_report
CTX00023133,USR008873,SES00046016,2026-04-14T21:09:00,sleep,fair,self_report
CTX00023134,USR008873,SES00046017,2026-07-24T06:52:00,workload,normal,self_report
CTX00023135,USR008875,SES00046018,2025-12-06T01:40:00,stress,high,self_report
CTX00023136,USR008875,SES00046019,2025-12-26T13:19:00,stress,low,self_report
CTX00023137,USR008875,SES00046020,2026-01-08T08:16:00,none,none,self_report
CTX00023138,USR008875,SES00046023,2026-09-10T23:10:00,sleep,poor,self_report
CTX00023139,USR008877,SES00046024,2026-04-08T07:38:00,lifestyle_change,routine_change,self_report
CTX00023140,USR008878,SES00046029,2025-11-23T07:53:00,workload,normal,self_report
CTX00023141,USR008878,SES00046030,2025-12-29T17:29:00,none,none,self_report
CTX00023142,USR008878,SES00046031,2026-01-03T16:25:00,stress,low,self_report
CTX00023143,USR008878,SES00046035,2026-07-03T23:33:00,sleep,fair,self_report
CTX00023144,USR008880,SES00046038,2026-01-30T04:39:00,sleep,fair,self_report
CTX00023145,USR008880,SES00046041,2026-09-06T22:05:00,illness_self_report,temporary_unwell,self_report
CTX00023146,USR008881,SES00046042,2025-12-27T11:49:00,none,none,self_report
CTX00023147,USR008881,SES00046043,2026-01-30T02:44:00,travel,recent_travel,self_report
CTX00023148,USR008881,SES00046044,2026-04-02T23:49:00,none,none,self_report
CTX00023149,USR008881,SES00046048,2026-06-03T23:41:00,workload,high,self_report
CTX00023150,USR008881,SES00046050,2026-07-13T17:16:00,workload,high,self_report
CTX00023151,USR008882,SES00046053,2026-03-02T12:18:00,sleep,good,self_report
CTX00023152,USR008882,SES00046055,2026-05-19T17:55:00,none,none,self_report
CTX00023153,USR008882,SES00046056,2026-07-04T18:57:00,illness_self_report,temporary_unwell,self_report
CTX00023154,USR008882,SES00046057,2026-08-09T21:42:00,workload,high,self_report
CTX00023155,USR008882,SES00046058,2026-08-27T16:57:00,sleep,fair,self_report
CTX00023156,USR008883,SES00046059,2025-11-16T17:23:00,lifestyle_change,routine_change,self_report
CTX00023157,USR008883,SES00046060,2026-03-29T13:22:00,stress,low,self_report
CTX00023158,USR008883,SES00046062,2026-09-08T09:20:00,travel,recent_travel,self_report
CTX00023159,USR008884,SES00046064,2025-12-23T02:30:00,stress,high,self_report
CTX00023160,USR008884,SES00046069,2026-08-30T11:51:00,none,none,self_report
CTX00023161,USR008885,SES00046070,2026-01-04T12:52:00,sleep,poor,self_report
CTX00023162,USR008885,SES00046073,2026-05-21T01:35:00,workload,normal,self_report
CTX00023163,USR008885,SES00046074,2026-07-12T21:55:00,illness_self_report,temporary_unwell,self_report
CTX00023164,USR008885,SES00046075,2026-07-27T04:27:00,none,none,self_report
CTX00023165,USR008886,SES00046078,2026-04-14T20:43:00,stress,low,self_report
CTX00023166,USR008886,SES00046079,2026-05-28T11:18:00,major_life_event,self_reported_event,self_report
CTX00023167,USR008886,SES00046080,2026-06-12T00:38:00,workload,normal,self_report
CTX00023168,USR008886,SES00046081,2026-06-16T15:42:00,stress,high,self_report
CTX00023169,USR008886,SES00046082,2026-07-22T19:15:00,stress,low,self_report
CTX00023170,USR008886,SES00046083,2026-07-24T07:51:00,medication_change_self_report,self_reported_change,self_report
CTX00023171,USR008886,SES00046085,2026-09-02T19:04:00,workload,normal,self_report
CTX00023172,USR008887,SES00046089,2026-05-23T11:25:00,sleep,poor,self_report
CTX00023173,USR008887,SES00046090,2026-08-07T15:27:00,major_life_event,self_reported_event,self_report
CTX00023174,USR008888,SES00046091,2025-12-19T22:38:00,workload,normal,self_report
CTX00023175,USR008888,SES00046092,2026-01-21T17:01:00,workload,normal,self_report
CTX00023176,USR008888,SES00046094,2026-03-26T01:59:00,illness_self_report,temporary_unwell,self_report
CTX00023177,USR008889,SES00046097,2026-07-28T02:50:00,stress,moderate,self_report
CTX00023178,USR008890,SES00046101,2026-03-06T22:35:00,workload,normal,self_report
CTX00023179,USR008890,SES00046102,2026-04-25T04:11:00,major_life_event,self_reported_event,self_report
CTX00023180,USR008890,SES00046103,2026-05-08T14:05:00,workload,high,self_report
CTX00023181,USR008890,SES00046104,2026-05-16T21:30:00,sleep,fair,self_report
CTX00023182,USR008890,SES00046106,2026-07-09T04:31:00,sleep,poor,self_report
CTX00023183,USR008890,SES00046108,2026-08-19T02:15:00,sleep,poor,self_report
CTX00023184,USR008890,SES00046109,2026-08-22T04:43:00,none,none,self_report
CTX00023185,USR008891,SES00046110,2025-12-19T08:04:00,stress,moderate,self_report
CTX00023186,USR008891,SES00046111,2026-05-20T07:32:00,lifestyle_change,routine_change,self_report
CTX00023187,USR008891,SES00046112,2026-07-09T23:36:00,sleep,good,self_report
CTX00023188,USR008892,SES00046114,2025-10-30T22:46:00,major_life_event,self_reported_event,self_report
CTX00023189,USR008892,SES00046119,2026-05-10T14:33:00,sleep,fair,self_report
CTX00023190,USR008893,SES00046123,2026-01-10T05:30:00,workload,high,self_report
CTX00023191,USR008893,SES00046126,2026-05-16T22:15:00,travel,recent_travel,self_report
CTX00023192,USR008893,SES00046128,2026-07-18T18:01:00,illness_self_report,temporary_unwell,self_report
CTX00023193,USR008895,SES00046134,2026-04-16T04:23:00,workload,normal,self_report
CTX00023194,USR008895,SES00046136,2026-08-22T07:15:00,stress,moderate,self_report
CTX00023195,USR008896,SES00046137,2026-02-08T02:05:00,workload,normal,self_report
CTX00023196,USR008896,SES00046139,2026-07-01T05:36:00,illness_self_report,temporary_unwell,self_report
CTX00023197,USR008896,SES00046140,2026-09-02T20:10:00,none,none,self_report
CTX00023198,USR008897,SES00046141,2025-12-01T00:12:00,sleep,good,self_report
CTX00023199,USR008897,SES00046143,2026-03-23T00:21:00,none,none,self_report
CTX00023200,USR008897,SES00046144,2026-07-22T13:27:00,workload,normal,self_report
CTX00023201,USR008897,SES00046145,2026-09-05T00:10:00,travel,recent_travel,self_report
CTX00023202,USR008899,SES00046146,2025-11-05T21:40:00,stress,low,self_report
CTX00023203,USR008899,SES00046147,2025-12-05T10:53:00,sleep,fair,self_report
CTX00023204,USR008899,SES00046149,2026-02-11T12:00:00,sleep,poor,self_report
CTX00023205,USR008899,SES00046152,2026-04-19T04:13:00,workload,normal,self_report
CTX00023206,USR008901,SES00046162,2025-10-28T01:02:00,sleep,good,self_report
CTX00023207,USR008901,SES00046163,2025-12-27T16:44:00,lifestyle_change,routine_change,self_report
CTX00023208,USR008901,SES00046164,2026-02-05T15:32:00,workload,normal,self_report
CTX00023209,USR008901,SES00046165,2026-03-21T05:12:00,stress,low,self_report
CTX00023210,USR008901,SES00046166,2026-05-14T04:57:00,stress,low,self_report
CTX00023211,USR008901,SES00046167,2026-06-12T10:59:00,none,none,self_report
CTX00023212,USR008903,SES00046169,2026-01-19T03:55:00,sleep,poor,self_report
