recommendation_id,insight_id,user_id,product_code,recommendation_type,recommendation_text,priority,created_at
REC00006121,INS00006121,USR009201,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-05T18:00:20
REC00006122,INS00006122,USR009202,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-07-04T05:00:20
REC00006123,INS00006123,USR009204,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-27T08:00:20
REC00006124,INS00006124,USR009205,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00006125,INS00006125,USR009206,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-09-14T12:00:20
REC00006126,INS00006126,USR009207,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-31T08:00:20
REC00006127,INS00006127,USR009207,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-01-17T08:00:20
REC00006128,INS00006128,USR009208,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-09-14T12:00:20
REC00006129,INS00006129,USR009209,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-05-06T09:00:20
REC00006130,INS00006130,USR009213,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-12T18:00:20
REC00006131,INS00006131,USR009214,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-16T21:00:20
REC00006132,INS00006132,USR009218,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-12T06:00:20
REC00006133,INS00006133,USR009219,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-16T17:00:20
REC00006134,INS00006134,USR009221,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-06-19T04:00:20
REC00006135,INS00006135,USR009222,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-31T21:00:20
REC00006136,INS00006136,USR009223,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-02T11:00:20
REC00006137,INS00006137,USR009224,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00006138,INS00006138,USR009227,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-03-13T13:00:20
REC00006139,INS00006139,USR009229,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-21T14:00:20
REC00006140,INS00006140,USR009230,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-26T06:00:20
REC00006141,INS00006141,USR009232,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-07-18T10:00:20
REC00006142,INS00006142,USR009233,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-06T20:00:20
REC00006143,INS00006143,USR009236,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-05T14:00:20
REC00006144,INS00006144,USR009238,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-15T23:00:20
REC00006145,INS00006145,USR009239,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-04T16:00:20
REC00006146,INS00006146,USR009240,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-08-14T03:00:20
REC00006147,INS00006147,USR009242,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-14T18:00:20
REC00006148,INS00006148,USR009243,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00006149,INS00006149,USR009244,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-27T10:00:20
REC00006150,INS00006150,USR009244,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-01-17T16:00:20
REC00006151,INS00006151,USR009245,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-05-14T10:00:20
REC00006152,INS00006152,USR009246,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-08T06:00:20
REC00006153,INS00006153,USR009249,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-08-01T19:00:20
REC00006154,INS00006154,USR009251,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-28T06:00:20
REC00006155,INS00006155,USR009252,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00006156,INS00006156,USR009253,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-09-14T12:00:20
REC00006157,INS00006157,USR009256,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-09-14T01:00:20
REC00006158,INS00006158,USR009258,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-08-01T19:00:20
REC00006159,INS00006159,USR009259,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-03-03T15:00:20
REC00006160,INS00006160,USR009262,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-15T21:00:20
REC00006161,INS00006161,USR009264,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-07-15T03:00:20
REC00006162,INS00006162,USR009266,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-25T15:00:20
REC00006163,INS00006163,USR009267,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-21T08:00:20
REC00006164,INS00006164,USR009268,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-25T17:00:20
REC00006165,INS00006165,USR009269,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-09T09:00:20
REC00006166,INS00006166,USR009271,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-09-14T12:00:20
REC00006167,INS00006167,USR009272,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-04-11T07:00:20
REC00006168,INS00006168,USR009274,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-25T17:00:20
REC00006169,INS00006169,USR009276,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00006170,INS00006170,USR009276,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00006171,INS00006171,USR009277,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-07-16T23:00:20
REC00006172,INS00006172,USR009278,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-09-11T09:00:20
REC00006173,INS00006173,USR009280,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-07-11T21:00:20
REC00006174,INS00006174,USR009283,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-08-23T11:00:20
REC00006175,INS00006175,USR009284,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-01T00:00:20
REC00006176,INS00006176,USR009291,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-26T08:00:20
REC00006177,INS00006177,USR009292,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-09-14T12:00:20
REC00006178,INS00006178,USR009293,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-27T16:00:20
REC00006179,INS00006179,USR009293,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-08-17T12:00:20
REC00006180,INS00006180,USR009295,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-07T14:00:20
REC00006181,INS00006181,USR009296,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-02-16T02:00:20
REC00006182,INS00006182,USR009297,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-17T02:00:20
REC00006183,INS00006183,USR009299,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-29T18:00:20
REC00006184,INS00006184,USR009302,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-24T17:00:20
REC00006185,INS00006185,USR009303,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-20T11:00:20
REC00006186,INS00006186,USR009305,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-04-16T08:00:20
REC00006187,INS00006187,USR009305,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-02-01T10:00:20
REC00006188,INS00006188,USR009307,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-10T23:00:20
REC00006189,INS00006189,USR009308,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-05-21T15:00:20
REC00006190,INS00006190,USR009309,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-08T21:00:20
REC00006191,INS00006191,USR009310,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-30T05:00:20
REC00006192,INS00006192,USR009311,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-26T14:00:20
REC00006193,INS00006193,USR009313,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-12T14:00:20
REC00006194,INS00006194,USR009314,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00006195,INS00006195,USR009317,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-13T12:00:20
REC00006196,INS00006196,USR009317,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-12T15:00:20
REC00006197,INS00006197,USR009318,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-04-07T08:00:20
REC00006198,INS00006198,USR009319,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-24T07:00:20
REC00006199,INS00006199,USR009320,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-09T16:00:20
REC00006200,INS00006200,USR009320,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-08T14:00:20
REC00006201,INS00006201,USR009321,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-21T21:00:20
REC00006202,INS00006202,USR009322,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-25T04:00:20
REC00006203,INS00006203,USR009326,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-04-15T21:00:20
REC00006204,INS00006204,USR009326,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-30T08:00:20
REC00006205,INS00006205,USR009327,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-26T19:00:20
REC00006206,INS00006206,USR009329,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-12T18:00:20
REC00006207,INS00006207,USR009331,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-07T12:00:20
REC00006208,INS00006208,USR009333,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-28T14:00:20
REC00006209,INS00006209,USR009334,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-12T05:00:20
REC00006210,INS00006210,USR009335,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-28T23:00:20
REC00006211,INS00006211,USR009339,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-09-14T12:00:20
REC00006212,INS00006212,USR009341,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-01T12:00:20
REC00006213,INS00006213,USR009342,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-08-15T03:00:20
REC00006214,INS00006214,USR009344,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-26T05:00:20
REC00006215,INS00006215,USR009344,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00006216,INS00006216,USR009345,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-26T09:00:20
REC00006217,INS00006217,USR009346,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-14T11:00:20
REC00006218,INS00006218,USR009352,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-02-05T02:00:20
REC00006219,INS00006219,USR009352,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-31T00:00:20
REC00006220,INS00006220,USR009353,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-19T19:00:20
REC00006221,INS00006221,USR009355,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00006222,INS00006222,USR009356,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00006223,INS00006223,USR009357,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-20T13:00:20
REC00006224,INS00006224,USR009357,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-03-17T16:00:20
REC00006225,INS00006225,USR009358,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-12T23:00:20
REC00006226,INS00006226,USR009359,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-11T18:00:20
REC00006227,INS00006227,USR009363,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-30T12:00:20
REC00006228,INS00006228,USR009364,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-21T17:00:20
REC00006229,INS00006229,USR009369,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00006230,INS00006230,USR009370,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-26T22:00:20
REC00006231,INS00006231,USR009373,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-05-29T18:00:20
REC00006232,INS00006232,USR009374,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-16T12:00:20
REC00006233,INS00006233,USR009375,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-08-16T06:00:20
REC00006234,INS00006234,USR009375,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-07-30T04:00:20
REC00006235,INS00006235,USR009377,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-18T07:00:20
REC00006236,INS00006236,USR009377,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-02-22T08:00:20
REC00006237,INS00006237,USR009379,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-01-20T01:00:20
REC00006238,INS00006238,USR009380,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-04T19:00:20
REC00006239,INS00006239,USR009380,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-27T12:00:20
REC00006240,INS00006240,USR009381,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-12T16:00:20
REC00006241,INS00006241,USR009382,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-25T09:00:20
REC00006242,INS00006242,USR009385,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-10T09:00:20
REC00006243,INS00006243,USR009386,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-21T00:00:20
REC00006244,INS00006244,USR009386,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-08T15:00:20
REC00006245,INS00006245,USR009387,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-25T22:00:20
REC00006246,INS00006246,USR009388,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00006247,INS00006247,USR009389,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-09-14T12:00:20
REC00006248,INS00006248,USR009390,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-07-13T07:00:20
REC00006249,INS00006249,USR009390,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-29T23:00:20
REC00006250,INS00006250,USR009391,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-02T21:00:20
REC00006251,INS00006251,USR009392,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-04T19:00:20
REC00006252,INS00006252,USR009393,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-29T04:00:20
REC00006253,INS00006253,USR009393,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-14T04:00:20
REC00006254,INS00006254,USR009394,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00006255,INS00006255,USR009396,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-18T04:00:20
REC00006256,INS00006256,USR009397,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-17T22:00:20
REC00006257,INS00006257,USR009398,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-03-20T00:00:20
REC00006258,INS00006258,USR009399,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-19T10:00:20
REC00006259,INS00006259,USR009400,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-09T00:00:20
REC00006260,INS00006260,USR009400,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-07-04T13:00:20
REC00006261,INS00006261,USR009403,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-21T19:00:20
REC00006262,INS00006262,USR009407,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-08-28T05:00:20
REC00006263,INS00006263,USR009410,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-18T14:00:20
REC00006264,INS00006264,USR009411,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-09-14T12:00:20
REC00006265,INS00006265,USR009412,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-21T17:00:20
REC00006266,INS00006266,USR009414,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-06-03T02:00:20
REC00006267,INS00006267,USR009415,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-30T07:00:20
REC00006268,INS00006268,USR009416,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-29T18:00:20
REC00006269,INS00006269,USR009418,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-10T03:00:20
REC00006270,INS00006270,USR009420,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00006271,INS00006271,USR009422,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-07T22:00:20
REC00006272,INS00006272,USR009424,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-25T00:00:20
REC00006273,INS00006273,USR009425,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-03T00:00:20
REC00006274,INS00006274,USR009426,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-10T01:00:20
REC00006275,INS00006275,USR009428,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-02T10:00:20
REC00006276,INS00006276,USR009430,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-10T13:00:20
REC00006277,INS00006277,USR009431,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-22T11:00:20
REC00006278,INS00006278,USR009432,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-09T06:00:20
REC00006279,INS00006279,USR009440,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-08-10T10:00:20
REC00006280,INS00006280,USR009442,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-08-04T12:00:20
REC00006281,INS00006281,USR009445,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-18T16:00:20
REC00006282,INS00006282,USR009447,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-29T05:00:20
REC00006283,INS00006283,USR009449,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-02T16:00:20
REC00006284,INS00006284,USR009450,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-04T16:00:20
REC00006285,INS00006285,USR009450,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-22T17:00:20
REC00006286,INS00006286,USR009454,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-09T22:00:20
REC00006287,INS00006287,USR009456,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-01T05:00:20
REC00006288,INS00006288,USR009459,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-04T15:00:20
REC00006289,INS00006289,USR009460,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-16T20:00:20
REC00006290,INS00006290,USR009461,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00006291,INS00006291,USR009462,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-07-01T16:00:20
REC00006292,INS00006292,USR009463,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-13T21:00:20
REC00006293,INS00006293,USR009464,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-20T06:00:20
REC00006294,INS00006294,USR009465,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-28T15:00:20
REC00006295,INS00006295,USR009466,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-21T17:00:20
REC00006296,INS00006296,USR009467,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-01-25T10:00:20
REC00006297,INS00006297,USR009470,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00006298,INS00006298,USR009471,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-19T00:00:20
REC00006299,INS00006299,USR009473,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-17T05:00:20
REC00006300,INS00006300,USR009475,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-17T21:00:20
REC00006301,INS00006301,USR009476,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-20T23:00:20
REC00006302,INS00006302,USR009477,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-24T13:00:20
REC00006303,INS00006303,USR009478,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-20T04:00:20
REC00006304,INS00006304,USR009479,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-07-14T18:00:20
REC00006305,INS00006305,USR009481,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-20T00:00:20
REC00006306,INS00006306,USR009482,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-28T07:00:20
REC00006307,INS00006307,USR009483,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-08-02T00:00:20
REC00006308,INS00006308,USR009485,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-25T20:00:20
REC00006309,INS00006309,USR009485,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-22T04:00:20
REC00006310,INS00006310,USR009486,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-04T06:00:20
REC00006311,INS00006311,USR009488,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-18T07:00:20
REC00006312,INS00006312,USR009489,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-06T17:00:20
REC00006313,INS00006313,USR009490,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-02T11:00:20
REC00006314,INS00006314,USR009491,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-03-30T03:00:20
REC00006315,INS00006315,USR009492,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-02T10:00:20
REC00006316,INS00006316,USR009494,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-01-17T09:00:20
REC00006317,INS00006317,USR009494,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-01-18T09:00:20
REC00006318,INS00006318,USR009495,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-07-31T11:00:20
REC00006319,INS00006319,USR009496,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-05-14T10:00:20
REC00006320,INS00006320,USR009497,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-17T02:00:20
REC00006321,INS00006321,USR009499,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-06-01T01:00:20
REC00006322,INS00006322,USR009500,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-04T23:00:20
REC00006323,INS00006323,USR009501,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-20T18:00:20
REC00006324,INS00006324,USR009504,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-09T11:00:20
REC00006325,INS00006325,USR009505,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-24T02:00:20
REC00006326,INS00006326,USR009507,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-02T09:00:20
REC00006327,INS00006327,USR009507,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-20T19:00:20
REC00006328,INS00006328,USR009508,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-16T23:00:20
REC00006329,INS00006329,USR009508,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-29T03:00:20
REC00006330,INS00006330,USR009510,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-23T14:00:20
REC00006331,INS00006331,USR009512,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-19T20:00:20
REC00006332,INS00006332,USR009514,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-03T20:00:20
